Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added
gladwin.org,,Local Government,Michigan,accepted term,"gladwin, mi -- Note added 9/3/15 14:46",http://gladwin.org/,6/6/13 18:08
glasct.org,,Local Government,Connecticut,accepted term,"Town of Glastonbury, CT -- Note added 12/16/14 6:53",http://glasct.org/,6/6/13 18:08
glassboroonline.com,,Local Government,New Jersey,accepted term,"Borough of Glassboro, NJ -- Note added 12/6/13 12:57",http://glassboroonline.com/public/,6/6/13 18:08
glen-carbon.il.us,,Local Government,Illinois,accepted term,"Village of Glen Carbon, IL -- Note added 7/2/14 18:25",http://glen-carbon.il.us/,6/6/13 18:09
glen-ullin.com,,Local Government,North Dakota,accepted term,"City of Glen Ullin, ND -- Note added 7/21/14 6:00",http://glen-ullin.com/,6/6/13 18:08
glenburn.us,,Local Government,North Dakota,accepted term,"Town of Glenburn, ND -- Note added 7/21/14 6:01",http://glenburn.us/,6/6/13 18:08
glencove-li.com,,Local Government,New York,accepted term,"City of Glen Cove, NY -- Note added 7/1/15 12:19",http://www.glencove-li.us/,6/6/13 18:08
glendale-wi.org,,Local Government,Wisconsin,accepted term,"City of Glendale, WI -- Note added 8/5/14 5:34",http://glendale-wi.org/,6/6/13 18:08
glendaleaz.com,,Local Government,Arizona,accepted term,"City of Glendale, AZ -- Note added 12/5/13 19:10",http://www.glendaleaz.com/,6/6/13 18:08
glendaleheights.org,,Local Government,Illinois,accepted term,"Village of Glendale Heights, IL -- Note added 7/2/14 18:25",http://glendaleheights.org/,6/6/13 18:08
glendaleohio.org,,Local Government,Ohio,accepted term,"Village of Glendale, OH -- Note added 3/14/14 18:48",http://www.glendaleohio.org/,6/6/13 18:08
glenecho.org,,Local Government,Maryland,accepted term,"Glen Echo, MD -- Note added 5/27/14 2:40",http://www.glenecho.org/,6/6/13 18:08
glenelder.com,,Local Government,Kansas,accepted term,"City of Glen Elder, KS -- Note added 7/1/14 11:09",http://glenelder.com/,6/6/13 18:08
glenellyn.org,,Local Government,Illinois,accepted term,"Village of Glen Ellyn, IL -- Note added 7/2/14 18:25",http://glenellyn.org/,6/6/13 18:08
glengardnernj.org,,Local Government,New Jersey,accepted term,"glengardner, nj -- Note added 9/16/15 13:39",http://glengardnernj.org/,6/6/13 18:08
glenosborneborough.org,,Local Government,Pennsylvania,accepted term,"Borough of Glen Osborne, PA -- Note added 9/30/14 13:59",http://glenosborneborough.org/,6/6/13 18:08
glenridgenj.org,,Local Government,New Jersey,accepted term,"glenridge borough, nj -- Note added 9/16/15 13:39",http://glenridgenj.org/,6/6/13 18:08
glenrocknj.net,,Local Government,New Jersey,accepted term,"glenrock, nj -- Note added 9/16/15 13:40",http://glenrocknj.net/,6/6/13 18:08
glenrosetexas.org,,Local Government,Texas,accepted term,"City of Glen Rose, TX -- Note added 12/6/13 11:59",http://www.glenrosetexas.org/,6/6/13 18:08
glocesterri.org,,Local Government,Rhode Island,accepted term,"Town of Glocester, RI -- Note added 6/7/13 18:36",http://glocesterri.org/,6/6/13 18:08
glotwp.com,,Local Government,New Jersey,accepted term,"Gloucester Township, New Jersey -- Note added 9/16/15 13:40",http://glotwp.com/,6/6/13 18:08
go2kennewick.com,,Local Government,Washington,accepted term,"City of Kennewick, WA -- Note added 11/20/14 6:59",http://www.go2kennewick.com/go2kennewick/default.aspx,6/6/13 18:08
goffstown.com,,Local Government,New Hampshire,accepted term,"goffstown, nh -- Note added 8/28/15 18:55",http://goffstown.com/,6/6/13 18:08
golfmanor.org,,Local Government,Ohio,accepted term,"Village of Golf Manor, OH -- Note added 3/14/14 18:49",http://golfmanor.org/,6/6/13 18:08
gonzalesla.com,,Local Government,Louisiana,accepted term,"Gonzales, LA -- Note added 8/24/15 14:35",http://www.gonzalesla.com/,6/6/13 18:08
goodview.govoffice.com,,Local Government,Minnesota,accepted term,"City of Goodview, MN -- Note added 3/24/14 14:15",http://www.goodview.govoffice.com/,6/6/13 18:09
gorgecommission.org,,Local Government,Washington,accepted term,Columbia River Gorge Commission -- Note added 11/20/14 6:56,http://www.gorgecommission.org/,6/6/13 18:08
gorham-me.org,,Local Government,Maine,accepted term,"Town of Gorham, ME -- Note added 3/24/14 12:28",http://www.gorham-me.org/public_documents/index,6/6/13 18:08
gorhamnh.org,,Local Government,New Hampshire,accepted term,"gorham, nh -- Note added 8/28/15 18:55",http://gorhamnh.org/Pages/index,6/6/13 18:08
gorockingham.com,,Local Government,North Carolina,accepted term,"gorockingham, nc -- Note added 9/11/15 20:08",http://www.gorockingham.net/,6/6/13 18:08
goshennh.org,,Local Government,New Hampshire,accepted term,"goshen, nh -- Note added 8/28/15 18:55",http://goshennh.org/,6/6/13 18:08
goshenvt.org,,Local Government,Vermont,accepted term,"Town of Goshen, VT -- Note added 8/13/14 5:52",http://goshenvt.org/,6/6/13 18:08
gouldsborotown.com,,Local Government,Maine,accepted term,"gouldsboro town, me -- Note added 8/27/15 18:19",http://gouldsborotown.com/,6/6/13 18:08
gouverneurny.com,,Local Government,New York,accepted term,"Town of Gouverneur, NY -- Note added 7/1/15 12:21",http://gouverneurny.com/,6/6/13 18:08
gpwmi.us,,Local Government,Michigan,accepted term,"grosse pointe woods, mi -- Note added 9/3/15 14:48",http://www.gpwmi.us/,6/6/13 18:08
graftongov.com,,Local Government,North Dakota,accepted term,"City of Grafton, ND -- Note added 7/21/14 6:02",http://www.graftongov.com/,6/6/13 18:08
grand-island.com,,Local Government,Nebraska,accepted term,"City of Grand Island, NE -- Note added 12/6/13 19:21",http://grand-island.com/,6/6/13 18:08
grand-island.ny.us,,Local Government,New York,accepted term,"Town of Grand Island, NY -- Note added 7/1/15 12:22",http://www.grand-island.ny.us/,6/6/13 18:08
grand-ledge.com,,Local Government,Michigan,accepted term,"grand ledge, mi -- Note added 9/3/15 14:48",http://grand-ledge.com/,6/6/13 18:08
grandbeach.org,,Local Government,Michigan,accepted term,"grand beach, mi -- Note added 9/3/15 14:49",http://grandbeach.org/,6/6/13 18:08
grandchute.net,,Local Government,Wisconsin,accepted term,"Town of Grand Chute, WI -- Note added 8/5/14 5:36",http://grandchute.net/,6/6/13 18:08
grandforksgov.com,,Local Government,North Dakota,accepted term,"City of Grand Forks, ND -- Note added 7/21/14 6:04",http://www.grandforksgov.com/,6/6/13 18:08
grandhaven.org,,Local Government,Michigan,accepted term,"grand haven, mi -- Note added 9/3/15 14:49",http://www.grandhaven.org/,6/6/13 18:08
grandislevt.org,,Local Government,Vermont,accepted term,"Town of Grand Isle, VT -- Note added 8/13/14 5:53",http://www.grandislevt.org/,6/6/13 18:08
grandrapidsohio.com,,Local Government,Ohio,accepted term,"Village of Grand Rapids, OH -- Note added 3/14/14 18:50",http://grandrapidsohio.com/,6/6/13 18:08
grandview.wa.us,,Local Government,Washington,accepted term,"City of Grandview, WA -- Note added 11/20/14 6:55",http://www.grandview.wa.us/,6/6/13 18:08
grandviewheights.org,,Local Government,Ohio,accepted term,"City of Grandview Heights, OH -- Note added 3/14/14 18:51",http://grandviewheights.org/,6/6/13 18:08
grangeriowa.org,,Local Government,Iowa,accepted term,"City of Granger, IA -- Note added 3/24/14 14:18",http://www.grangeriowa.org/,6/6/13 18:09
grangertwp.org,,Local Government,Ohio,accepted term,"Township of Granger, OH -- Note added 3/14/14 18:52",http://grangertwp.org/,6/6/13 18:08
grangeville.us,,Local Government,Idaho,accepted term,"City of Grangeville, ID -- Note added 7/8/13 14:34",http://grangeville.us/,6/6/13 18:08
granitefallsnc.com,,Local Government,North Carolina,accepted term,"granite falls, nc -- Note added 9/11/15 20:10",http://granitefallsnc.com/,6/6/13 18:08
granthamnh.net,,Local Government,New Hampshire,accepted term,"grantham, nh -- Note added 8/28/15 18:56",http://www.granthamnh.net/,6/6/13 18:08
grantnebraska.com,,Local Government,Nebraska,accepted term,"City of Grant, NE -- Note added 12/6/13 19:21",http://grantnebraska.com/,6/6/13 18:08
grantsburgwi.com,,Local Government,Wisconsin,accepted term,"Village of Grantsburg, WI -- Note added 8/5/14 5:38",http://www.grantsburgwi.com/,6/6/13 18:08
grantvalleytownship.com,,Local Government,Minnesota,accepted term,"Grant Valley Township, MN -- Note added 4/26/15 2:52",http://www.grantvalleytownship.com/,6/6/13 18:08
granville.oh.us,,Local Government,Ohio,accepted term,"Village of Granville, OH -- Note added 3/14/14 18:54",http://www.granville.oh.us/,6/6/13 18:08
granvillend.net,,Local Government,North Dakota,accepted term,"City of Granville, ND -- Note added 7/21/14 6:09",http://www.granvillend.net/,6/6/13 18:08
granvillevermont.org,,Local Government,Vermont,accepted term,"Town of Granville, VT -- Note added 8/13/14 5:54",http://www.granvillevermont.org/,6/6/13 18:08
graymaine.org,,Local Government,Maine,accepted term,"gray, maine -- Note added 8/27/15 18:20",http://www.graymaine.org/,6/6/13 18:08
greatbendks.net,,Local Government,Kansas,accepted term,"City of Great Bend, KS -- Note added 7/1/14 11:12",http://greatbendks.net/,6/6/13 18:09
greatfallsmt.net,,Local Government,Montana,accepted term,"City of Great Falls, MT -- Note added 11/22/13 13:19",http://www.greatfallsmt.net/,6/6/13 18:08
greatfallssc.net,,Local Government,South Carolina,accepted term,"great falls, sc -- Note added 8/28/15 13:50",http://www.greatfallssc.org/,6/6/13 18:08
greatneckplaza.net,,Local Government,New York,accepted term,"Village of Grand Neck Plaza, NY -- Note added 7/1/15 12:23",http://greatneckplaza.net/,6/6/13 18:08
greatneckvillage.org,,Local Government,New York,accepted term,"Village of Great Neck, NY -- Note added 7/1/15 12:24",http://greatneckvillage.org/,6/6/13 18:08
greeleygov.com,,Local Government,Colorado,accepted term,"City of Greeley, CO -- Note added 10/30/15 16:23",http://greeleygov.com/,10/30/15 16:23
greenbrooktwp.org,,Local Government,New Jersey,accepted term,"Township of Green Brook, NJ -- Note added 9/16/15 13:42",http://greenbrooktwp.org/,6/6/13 18:08
greenburghny.com,,Local Government,New York,accepted term,"Town of Greenburgh, NY -- Note added 7/1/15 12:25",http://greenburghny.com/,6/6/13 18:08
greencovesprings.com,,Local Government,Florida,accepted term,"Green Cove Springs, FL -- Note added 6/23/15 18:33",http://greencovesprings.com/,6/6/13 18:08
greendale.org,,Local Government,Wisconsin,accepted term,"Village of Greendale, WI -- Note added 8/5/14 5:40",http://greendale.org/,6/6/13 18:08
greenfieldin.org,,Local Government,Indiana,accepted term,"greenfield, In -- Note added 8/27/15 14:34",http://greenfieldin.org/,6/6/13 18:08
greenfieldny.org,,Local Government,New York,accepted term,"Town of Greenfield, NY -- Note added 8/26/13 16:41",http://greenfieldny.org/,6/6/13 18:09
greenfieldsaukwi.org,,Local Government,Wisconsin,accepted term,"Town of Greenfield, WI -- Note added 8/5/14 5:41",http://greenfieldsaukwi.org/,6/6/13 18:08
greenfieldtownship.org,,Local Government,Pennsylvania,accepted term,"Greenfield Township, PA -- Note added 9/30/14 14:00",http://greenfieldtownship.org/,6/6/13 18:08
greenfieldtwp.org,,Local Government,Ohio,accepted term,"Township of Greenfield, Fairfield County, OH -- Note added 3/14/14 18:56",http://www.greenfieldtwp.org/,6/6/13 18:08
greenhillsohio.org,,Local Government,Ohio,accepted term,"Village of Greenhills, OH -- Note added 3/14/14 18:58",http://www.greenhillsohio.us/,6/6/13 18:08
greenland-nh.com,,Local Government,New Hampshire,accepted term,"greenland, nh -- Note added 8/28/15 18:56",http://greenland-nh.com/,6/6/13 18:08
greenleaf-idaho.us,,Local Government,Idaho,accepted term,"City of Greenleaf, ID -- Note added 7/8/13 14:55",http://greenleaf-idaho.us/,6/6/13 18:08
greenoaks.org,,Local Government,Illinois,accepted term,"Village of Green Oaks, IL -- Note added 7/2/14 18:28",http://greenoaks.org/,6/6/13 18:08
greenoaktwp.com,,Local Government,Michigan,accepted term,"green oak township, mi -- Note added 9/3/15 14:50",http://greenoaktwp.com/,6/6/13 18:08
greenriverutah.com,,Local Government,Utah,accepted term,"Town of Green River, UT -- Note added 8/21/14 5:21",http://greenriverutah.com/,6/6/13 18:08
greensboromd.org,,Local Government,Maryland,accepted term,"Town of Greensboro, MD -- Note added 12/6/13 13:04",http://www.greensboromd.org/index.php/features,6/6/13 18:08
greensborovt.org,,Local Government,Vermont,accepted term,"Town of Greensboro, VT -- Note added 3/24/14 14:30",http://www.greensborovt.org/,6/6/13 18:09
greentreeboro.com,,Local Government,Pennsylvania,accepted term,"Borough of Green Tree, PA -- Note added 9/30/14 14:02",http://greentreeboro.com/,6/6/13 18:08
greentwp.com,,Local Government,New Jersey,accepted term,"green township, NJ -- Note added 9/16/15 13:41",http://greentwp.com/,6/6/13 18:08
greentwp.org,,Local Government,Ohio,accepted term,"Township of Green, OH -- Note added 3/14/14 18:58",http://greentwp.org/,6/6/13 18:08
greenvaletwp.org,,Local Government,Minnesota,accepted term,"Greenvale Township, MN -- Note added 4/26/15 2:53",http://www.greenvaletwp.org/,6/6/13 18:08
greenvilleme.com,,Local Government,Maine,accepted term,"greenville, me -- Note added 8/27/15 18:20",http://greenvilleme.com/default.aspx,6/6/13 18:08
greenvillems.org,,Local Government,Mississippi,accepted term,"City of Greenville, MS -- Note added 12/4/13 20:10",http://greenvillems.org/,12/4/13 20:10
greenvillenh.org,,Local Government,New Hampshire,accepted term,"greenville, nh -- Note added 8/28/15 18:56",http://greenvillenh.org/,6/6/13 18:08
greenwich-twp.com,,Local Government,New Jersey,accepted term,GREENWICH TOWNSHIP &ndash; New Jersey -- Note added 9/16/15 13:41,http://www.greenwich-twp.com/,6/6/13 18:08
greenwichct.org,,Local Government,Connecticut,accepted term,"Town of Greenwich, CT -- Note added 12/16/14 6:54",http://www.greenwichct.org/,6/6/13 18:08
greenwichny.org,,Local Government,New York,accepted term,"Town of Greenwich, NY -- Note added 7/1/15 12:27",http://www.greenwichny.org/,6/6/13 18:08
greenwoodar.org,,Local Government,Arkansas,accepted term,"City of Greenwood, AR -- Note added 7/8/13 13:16",http://www.greenwoodar.org/,6/6/13 18:08
greenwoodmn.com,,Local Government,Minnesota,accepted term,"Greenwood, MN -- Note added 4/26/15 2:54",http://www.greenwoodmn.com/,6/6/13 18:08
greenwoodms.com,,Local Government,Mississippi,accepted term,"City of Greenwood, MS -- Note added 8/26/13 18:44",http://greenwoodms.com/,6/6/13 18:08
greenwoodtownshipmn.com,,Local Government,Minnesota,accepted term,"Greenwood Township, MN -- Note added 4/26/15 2:57",http://www.greenwoodtownshipmn.com/joom/,6/6/13 18:08
greenwoodvillage.com,,Local Government,Colorado,accepted term,"City of Greenwood Village, CO -- Note added 7/11/14 6:10",http://greenwoodvillage.com/,6/6/13 18:08
gretnala.com,,Local Government,Louisiana,accepted term,"Gretna, La -- Note added 8/24/15 14:36",http://gretnala.com/,6/6/13 18:08
gretnane.org,,Local Government,Nebraska,accepted term,"City of Gretna, NE -- Note added 12/6/13 19:22",http://gretnane.org/,6/6/13 18:08
grifton.com,,Local Government,North Carolina,accepted term,"grifton, nc -- Note added 9/11/15 20:10",http://grifton.com/,6/6/13 18:08
griswold-ct.org,,Local Government,Connecticut,accepted term,"Town of Griswold, CT and Burrough of Jewett City -- Note added 12/16/14 6:56",http://griswold-ct.org/,6/6/13 18:08
griswoldia.govoffice2.com,,Local Government,Iowa,accepted term,"City of Griswold, IA -- Note added 3/24/14 14:33",http://www.griswoldia.govoffice2.com/,6/6/13 18:09
grosseile.com,,Local Government,Michigan,accepted term,"grosseile, mi -- Note added 9/3/15 14:50",http://grosseile.com/,6/6/13 18:08
grotonny.org,,Local Government,New York,accepted term,"Village of Groton, NY -- Note added 7/1/15 12:28",http://grotonny.org/,6/6/13 18:08
grotonvt.com,,Local Government,Vermont,accepted term,"Town of Groton, VT -- Note added 8/13/14 5:55",http://grotonvt.com/,6/6/13 18:08
groveport.org,,Local Government,Ohio,accepted term,"City of Groveport, OH -- Note added 3/14/14 19:00",http://groveport.org/,6/6/13 18:08
guadalupeaz.org,,Local Government,Arizona,accepted term,"Town of Guadalupe, AZ -- Note added 12/13/13 13:08",http://www.guadalupeaz.org/,6/6/13 18:08
guilfordvt.net,,Local Government,Vermont,accepted term,"Town of Guilford, VT -- Note added 8/13/14 5:57",http://www.guilfordvt.net/,6/6/13 18:08
guinal.org,,Local Government,Alabama,accepted term,"City of Guin, AL -- Note added 7/15/13 15:49",http://guinal.org/,6/6/13 18:08
gunnisoncity.org,,Local Government,Utah,accepted term,"Gunniston City, UT -- Note added 8/21/14 5:22",http://www.gunnisoncity.org/,6/6/13 18:08
gunstonhall.org,,Local Government,Virginia,accepted term,"Gunston Hall was once the center of a 5,500-acre tobacco and corn plantation owned by George Mason (1725-1792), and is now a National Historic Landmark owned by the Commonwealth of Virginia and administered by a Board of Regents appointed from The http://gunstonhall.org/index.php/about/institutional-history NSCDA. -- Note added 6/17/14 18:14",http://gunstonhall.org/,6/6/13 18:08
guntersvilleal.org,,Local Government,Alabama,accepted term,"City of Guntersville, AL -- Note added 7/15/13 15:49",http://guntersvilleal.org/home/index.php,6/6/13 18:08
guthrieky.com,,Local Government,Kentucky,accepted term,"guthrie, ky -- Note added 8/27/15 16:30",http://guthrieky.com/,6/6/13 18:08
guttenbergnj.org,,Local Government,New Jersey,accepted term,"guttenberg, nj -- Note added 9/16/15 13:42",http://www.guttenbergnj.org/,6/6/13 18:08
guymonok.org,,Local Government,Oklahoma,accepted term,"guymon, ok -- Note added 8/28/15 16:49",http://guymonok.org/,6/6/13 18:08
gvmc.org,,Local Government,Michigan,accepted term,Grand Valley Metropolitan Council -- Note added 9/3/15 14:51,http://gvmc.org/,6/6/13 18:08
gwinnernd.com,,Local Government,North Dakota,accepted term,"City of Gwinner, ND -- Note added 7/24/13 17:07",http://www.gwinnernd.com/,6/6/13 18:08
hacamd.org,,Local Government,Maryland,accepted term,Housing Authority of the City of Annapolis -- Note added 5/27/14 2:44,http://www.hacamd.org/,6/6/13 18:08
hackensack.org,,Local Government,New Jersey,accepted term,"hackensack, NJ -- Note added 9/16/15 13:42",http://hackensack.org/,6/6/13 18:08
hackettstown.net,,Local Government,New Jersey,accepted term,"Hackettstown, NJ -- Note added 9/16/15 13:43",http://www.hackettstown.net/,6/6/13 18:08
haddam.org,,Local Government,Connecticut,accepted term,"Town of Haddam, CT -- Note added 12/16/14 6:56",http://haddam.org/,6/6/13 18:08
haddonfieldnj.org,,Local Government,New Jersey,accepted term,"haddonfield, nj -- Note added 9/16/15 13:44",http://haddonfieldnj.org/,6/6/13 18:08
haddonhts.com,,Local Government,New Jersey,accepted term,"haddon heights, NJ -- Note added 9/16/15 13:44",http://haddonhts.com/,6/6/13 18:08
haddontwp.com,,Local Government,New Jersey,accepted term,"TOWNSHIP OF HADDON, NJ -- Note added 9/16/15 13:45",http://www.haddontwp.com/,6/6/13 18:08
hadleyma.org,,Local Government,Massachusetts,accepted term,"Hadley, Ma -- Note added 8/26/15 16:05",http://hadleyma.org/Pages/index,6/6/13 18:08
hagerstownmd.org,,Local Government,Maryland,accepted term,"Hagerstown, MD -- Note added 5/27/14 2:45",http://www.hagerstownmd.org/,6/6/13 18:08
hahira.ga.us,,Local Government,Georgia,accepted term,"Hariha, Ga -- Note added 8/25/15 15:24",http://hahira.ga.us/,6/6/13 18:08
haileycityhall.org,,Local Government,Idaho,accepted term,"City of Hailey, ID -- Note added 7/8/13 15:42",http://haileycityhall.org/,6/6/13 18:08
hainesporttownship.com,,Local Government,New Jersey,accepted term,"hainesport township, NJ -- Note added 9/16/15 13:45",http://hainesporttownship.com/,6/6/13 18:08
halcottcenter.wordpress.com,,Local Government,New York,accepted term,"Town of Halcott, NY -- Note added 8/26/13 16:43",https://halcottcenter.wordpress.com/,6/6/13 18:09
haledonboronj.com,,Local Government,New Jersey,accepted term,"borough of haledonboro, nj -- Note added 9/16/15 13:52",http://haledonboronj.com/,6/6/13 18:08
halescorners.org,,Local Government,Wisconsin,accepted term,"Village of Hales Corners, WI -- Note added 8/5/14 5:42",http://www.halescorners.org/,6/6/13 18:08
halfmoontwp.us,,Local Government,Pennsylvania,accepted term,"Halfmoon Township, PA -- Note added 9/30/14 14:23",http://halfmoontwp.us/Pages/Home.aspx,6/6/13 18:08
halifaxnc.com,,Local Government,North Carolina,accepted term,"halifax, nc -- Note added 9/11/15 20:13",http://halifaxnc.com/\',6/6/13 18:08
halifaxvermont.com,,Local Government,Vermont,accepted term,"Town of Halifax, VT -- Note added 8/14/14 5:13",http://halifaxvermont.com/,6/6/13 18:08
hallamborough.com,,Local Government,Pennsylvania,accepted term,"Borough of Hallam, PA -- Note added 2/1/16 17:07",http://www.hallamborough.com/,2/1/16 17:05
hallandalebeach.org,,Local Government,Florida,accepted term,"Hallandale Beach, FL -- Note added 6/23/15 18:40",http://hallandalebeach.org/,6/6/13 18:08
hallowell.govoffice.com,,Local Government,Maine,accepted term,"City of Hallowell, ME -- Note added 3/24/14 14:33",http://www.hallowell.govoffice.com/,6/6/13 18:09
hallsvillemissouri.wordpress.com,,Local Government,Missouri,accepted term,"City of Hallsville, MO -- Note added 12/5/13 20:59",http://hallsvillemissouri.wordpress.com/,6/6/13 18:08
halstad.com,,Local Government,Minnesota,accepted term,"City of Halstad, MN -- Note added 4/26/15 2:58",http://www.halstad.com/,6/6/13 18:08
halsteadks.com,,Local Government,Kansas,accepted term,"City of Halstead, KS -- Note added 7/7/14 11:13",http://halsteadks.com/,6/6/13 18:08
hamburgboro.com,,Local Government,Pennsylvania,accepted term,"Borough of Hamburg, PA -- Note added 9/30/14 14:24",https://hamburgboro.com/,6/6/13 18:08
hamden.com,,Local Government,Connecticut,accepted term,"Town of Hamden, CT -- Note added 12/16/14 6:57",http://hamden.com/,6/6/13 18:08
hamdenny.com,,Local Government,New York,accepted term,"Town of Hamden, NY -- Note added 7/1/15 12:29",http://www.hamdenny.com/,6/6/13 18:08
hamilton-city.org,,Local Government,Ohio,accepted term,"City of Hamilton, OH -- Note added 12/5/13 14:55",http://www.hamilton-city.org/,6/6/13 18:08
hamilton-township.org,,Local Government,Ohio,accepted term,"Township of Hamilton, OH -- Note added 3/14/14 19:03",http://hamilton-township.org/,6/6/13 18:08
hamiltonban.com,,Local Government,Pennsylvania,accepted term,"Hamiltonban Township, PA -- Note added 9/30/14 14:26",http://hamiltonban.com/,6/6/13 18:08
hamiltoncityal.org,,Local Government,Alabama,accepted term,"City of Hamilton, AL -- Note added 6/17/13 14:00",http://hamiltoncityal.org/,6/17/13 14:00
hamiltoncounty.com/municipalities/long-lake,,Local Government,New York,accepted term,"Town of Long Lake, NY -- Note added 8/2/13 15:24",#N/A,8/2/13 15:24
hamiltonnj.com,,Local Government,New Jersey,accepted term,"Hamilton Township, NJ -- Note added 9/16/15 13:52",http://hamiltonnj.com/,6/6/13 18:08
hamletnc.us,,Local Government,North Carolina,accepted term,"hamlet, nc -- Note added 9/11/15 20:13",http://hamletnc.us/,6/6/13 18:08
hamlinny.org,,Local Government,New York,accepted term,"Town of Hamlin, NY -- Note added 7/1/15 12:31",http://hamlinny.org/,6/6/13 18:08
hammond.org,,Local Government,Louisiana,accepted term,"Hammond, LA -- Note added 8/24/15 14:37",http://www.hammond.org/,6/6/13 18:08
hammondwi.org,,Local Government,Wisconsin,accepted term,"Village of Hammond, WI -- Note added 8/5/14 5:43",http://hammondwi.org/,6/6/13 18:08
hampden.org,,Local Government,Massachusetts,accepted term,"Hampden, MA -- Note added 8/26/15 16:05",http://hampden.org/,6/6/13 18:08
hampshireil.org,,Local Government,Illinois,accepted term,"Village of Hampshire, IL -- Note added 7/2/14 18:29",http://hampshireil.org/,6/6/13 18:08
hampsteadnh.us,,Local Government,New Hampshire,accepted term,"hampstead, nh -- Note added 9/2/15 17:29",http://hampsteadnh.us/Pages/index,6/6/13 18:08
hampton-pa.org,,Local Government,Pennsylvania,accepted term,"Hampton Township, PA -- Note added 9/30/14 14:27",http://hampton-pa.org/,6/6/13 18:08
hamptonct.org,,Local Government,Connecticut,accepted term,"Town of Hampton, CT -- Note added 12/16/14 6:58",http://hamptonct.org/,6/6/13 18:08
hamptonfalls.org,,Local Government,New Hampshire,accepted term,"hampton falls, nh -- Note added 9/2/15 17:30",http://hamptonfalls.org/Pages/index,6/6/13 18:08
hamptonsc.net,,Local Government,South Carolina,accepted term,"hampton, sc -- Note added 8/28/15 13:53",http://hamptonsc.net/,6/6/13 18:08
hamtramck.us,,Local Government,Michigan,accepted term,"hamtramck, mi -- Note added 9/3/15 15:17",http://hamtramck.us/,6/6/13 18:08
hancockcoingov.org,,Local Government,Indiana,accepted term,"Hancock, In -- Note added 8/27/15 14:34",http://hancockcoingov.org/,6/6/13 18:08
hancockky.us,,Local Government,Kentucky,accepted term,"hancock,ky -- Note added 8/27/15 16:31",http://hancockky.us/,6/6/13 18:08
hancockmaine.org,,Local Government,Maine,accepted term,"hancock, maine -- Note added 8/27/15 18:20",http://hancockmaine.org/,6/6/13 18:08
hancocknh.org,,Local Government,New Hampshire,accepted term,"hancock, nh -- Note added 9/2/15 17:30",http://www.hancocknh.org/,6/6/13 18:08
hankinsonnd.com,,Local Government,North Dakota,accepted term,"City of Hankinson, ND -- Note added 7/21/14 6:13",http://www.hankinsonnd.com/,6/6/13 18:08
hanksville.us,,Local Government,Utah,accepted term,"Town of Hanksville, UT -- Note added 8/21/14 5:23",http://hanksville.us/,6/6/13 18:08
hanleco.org,,Local Government,Pennsylvania,accepted term,"Hanover Township, PA -- Note added 9/30/14 14:29",http://hanleco.org/,6/6/13 18:08
hannafordnd.com,,Local Government,North Dakota,accepted term,"City of Hannaford, ND -- Note added 7/21/14 6:14",http://hannafordnd.com/,6/6/13 18:08
hanover-township.org,,Local Government,Illinois,accepted term,"Hanover Township, IL -- Note added 7/2/14 18:29",http://www.hanover-township.org/en/,6/6/13 18:08
hanovermass.com,,Local Government,Massachusetts,accepted term,"Hanover, Ma -- Note added 8/26/15 16:06",http://www.hanovermass.com/,6/6/13 18:08
hanovermn.org,,Local Government,Minnesota,accepted term,"City of Hanover, MN -- Note added 4/26/15 3:35",http://www.hanovermn.org/,6/6/13 18:08
hanovernh.org,,Local Government,New Hampshire,accepted term,"hanover, nh   -- Note added 9/2/15 17:32",http://hanovernh.org/Pages/index,6/6/13 18:08
hanoverparkillinois.org,,Local Government,Illinois,accepted term,"Village of Hanover Park, IL -- Note added 7/2/14 18:30",http://hanoverparkillinois.org/,6/6/13 18:08
hanovertownship.com,,Local Government,New Jersey,accepted term,"hanover township, nj -- Note added 9/16/15 13:53",http://hanovertownship.com/,6/6/13 18:08
hapeville.org,,Local Government,Georgia,accepted term,"City of Hapeville, Ga -- Note added 8/25/15 15:23",http://hapeville.org/,6/6/13 18:08
harborcreektownship.org,,Local Government,Pennsylvania,accepted term,"Harborcreek Township, PA -- Note added 9/30/14 14:30",http://harborcreektownship.org/,6/6/13 18:08
hardingnj.org,,Local Government,New Jersey,accepted term,"Harding Township, NJ -- Note added 12/5/13 14:16",http://hardingnj.org/,6/6/13 18:08
hardinmt.com,,Local Government,Montana,accepted term,"City of Hardin, MT -- Note added 7/31/13 16:32",http://www.hardinmt.com/,6/6/13 18:08
hardwick-nj.us,,Local Government,New Jersey,accepted term,"Township of Hardwick, NJ -- Note added 9/16/15 13:53",http://hardwick-nj.us/,6/6/13 18:08
hardwickvt.org,,Local Government,Vermont,accepted term,"Town of Hardwick, VT -- Note added 8/14/14 5:13",http://hardwickvt.org/,6/6/13 18:08
hardyston.com,,Local Government,New Jersey,accepted term,"hardyston township, NJ -- Note added 9/16/15 13:54",http://www.hardyston.com/,6/6/13 18:08
harnett.org,,Local Government,North Carolina,accepted term,"harnett, nc -- Note added 9/11/15 20:14",http://harnett.org/,6/6/13 18:08
harpersferryiowa.com,,Local Government,Iowa,accepted term,"harpers ferry, Ia -- Note added 8/25/15 20:32",http://harpersferryiowa.com/,6/6/13 18:08
