Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added
co.curry.or.us,,County Government,Oregon,accepted term,"Curry County, OR -- Note added 6/18/14 6:29",http://co.curry.or.us/,6/6/13 18:08
co.dakota.mn.us,,County Government,Minnesota,accepted term,"Dakota County, MN -- Note added 4/20/15 0:18",https://www.co.dakota.mn.us/Pages/default.aspx,6/6/13 18:08
co.dare.nc.us,,County Government,North Carolina,accepted term,"dare, nc -- Note added 9/11/15 19:34",http://co.dare.nc.us/,6/6/13 18:08
co.darke.oh.us,,County Government,Ohio,accepted term,"Darke County, OH -- Note added 1/22/14 16:42",http://www.co.darke.oh.us/,6/6/13 18:08
co.davidson.nc.us,,County Government,North Carolina,accepted term,"Davidson County, NC -- Note added 12/6/13 12:11",http://www.co.davidson.nc.us/,6/6/13 18:08
co.davis.ut.us,,County Government,Utah,accepted term,"Davis County, UT -- Note added 8/19/14 5:20",http://www.co.davis.ut.us/,6/6/13 18:08
co.dawson.tx.us,,County Government,Texas,accepted term,"Dawson County, TX -- Note added 6/18/15 6:05",http://co.dawson.tx.us/,6/6/13 18:08
co.dekalb.ga.us,,County Government,Georgia,accepted term,"Dekalb County, Ga -- Note added 8/25/15 14:47",http://co.fulton.ga.us/,6/6/13 18:08
co.delaware.ny.us,,County Government,New York,accepted term,County of Delaware -- Note added 6/29/15 14:10,http://co.delaware.ny.us/,6/6/13 18:08
co.delaware.pa.us,,County Government,Pennsylvania,accepted term,"Delaware County, PA -- Note added 9/8/14 14:23",http://www.co.delaware.pa.us/,6/6/13 18:08
co.delta.tx.us,,County Government,Texas,accepted term,"Delta County, TX -- Note added 6/18/15 6:07",http://www.deltacountytx.com/,6/6/13 18:08
co.denton.tx.us,,County Government,Texas,accepted term,"Denton County, TX -- Note added 6/18/15 6:09",http://dentoncounty.com/,6/6/13 18:08
co.dewitt.tx.us,,County Government,Texas,accepted term,"DeWitt County, TX -- Note added 6/18/15 6:11",http://co.dewitt.tx.us/,6/6/13 18:08
co.dickens.tx.us,,County Government,Texas,accepted term,"Dickens County, TX -- Note added 6/18/15 6:11",http://co.dickens.tx.us/,6/6/13 18:08
co.dodge.mn.us,,County Government,Minnesota,accepted term,"Dodge County, MN -- Note added 4/20/15 0:19",http://www.co.dodge.mn.us/,6/6/13 18:08
co.dodge.wi.us,,County Government,Wisconsin,accepted term,"Dodge County, WI -- Note added 4/2/14 12:42",http://www.co.dodge.wi.us/,6/6/13 18:08
co.donley.tx.us,,County Government,Texas,accepted term,"Donley County, TX -- Note added 6/18/15 6:13",http://co.donley.tx.us/,6/6/13 18:08
co.douglas.mn.us,,County Government,Minnesota,accepted term,"Douglas County, MN -- Note added 4/20/15 0:20",http://www.co.douglas.mn.us/dc/home.aspx,6/6/13 18:08
co.douglas.or.us,,County Government,Oregon,accepted term,"Douglas County, OR -- Note added 6/20/14 16:17",http://www.co.douglas.or.us/,6/6/13 18:08
co.dutchess.ny.us,,County Government,New York,accepted term,County of Dutchess -- Note added 6/29/15 14:11,http://co.dutchess.ny.us/,6/6/13 18:08
co.eau-claire.wi.us,,County Government,Wisconsin,accepted term,"Eau Claire County, WI -- Note added 8/4/14 5:29",http://co.eau-claire.wi.us/,6/6/13 18:08
co.ector.tx.us,,County Government,Texas,accepted term,"Ector County, TX -- Note added 6/18/15 6:14",http://www.co.ector.tx.us/,6/6/13 18:08
co.eddy.nm.us,,County Government,New Mexico,accepted term,"Eddy County, NM -- Note added 7/15/14 15:36",http://www.co.eddy.nm.us/,6/6/13 18:08
co.ellis.tx.us,,County Government,Texas,accepted term,"Ellis County, TX -- Note added 6/18/15 6:15",http://co.ellis.tx.us/,6/6/13 18:08
co.erath.tx.us,,County Government,Texas,accepted term,"Erath County, TX -- Note added 6/18/15 6:18",http://co.erath.tx.us/,6/6/13 18:08
co.escambia.al.us,,County Government,Alabama,accepted term,"Escambia County, AL -- Note added 7/15/13 14:53",http://co.escambia.al.us/,6/6/13 18:08
co.essex.ny.us,,County Government,New York,accepted term,"Essex County, NY -- Note added 9/26/14 19:08",http://www.co.essex.ny.us/,6/6/13 18:08
co.eureka.nv.us,,County Government,Nevada,accepted term,"Eureka County, NV -- Note added 1/22/14 16:46",http://co.eureka.nv.us/,6/6/13 18:08
co.fairbanks.ak.us,,County Government,Alaska,accepted term,"Fairbanks North Star Borough, AK -- Note added 6/7/13 13:11",http://co.fairbanks.ak.us/,6/6/13 18:08
co.fairfield.oh.us,,County Government,Ohio,accepted term,"Fairfield County, OH -- Note added 3/13/14 15:12",http://co.fairfield.oh.us/,6/6/13 18:08
co.fannin.tx.us,,County Government,Texas,accepted term,"Fannin County, TX -- Note added 6/18/15 6:19",http://co.fannin.tx.us/,6/6/13 18:08
co.faribault.mn.us,,County Government,Minnesota,accepted term,"Faribault County, MN -- Note added 4/20/15 0:22",http://www.co.faribault.mn.us/,6/6/13 18:08
co.fayette.pa.us,,County Government,Pennsylvania,accepted term,"Fayette County, PA -- Note added 9/8/14 14:25",http://co.fayette.pa.us/Pages/default.aspx,6/6/13 18:08
co.fayette.tx.us,,County Government,Texas,accepted term,"Fayette County, TX -- Note added 6/18/15 6:20",http://co.fayette.tx.us/,6/6/13 18:08
co.fergus.mt.us,,County Government,Montana,accepted term,"Fergus County, MT -- Note added 11/22/13 12:53",http://co.fergus.mt.us/,6/6/13 18:08
co.fillmore.mn.us,,County Government,Minnesota,accepted term,"Fillmore County, MN -- Note added 4/20/15 0:23",http://www.co.fillmore.mn.us/,6/6/13 18:08
co.fisher.tx.us,,County Government,Texas,accepted term,"Fisher County, TX -- Note added 6/18/15 6:21",http://co.fisher.tx.us/,6/6/13 18:08
co.forsyth.nc.us,,County Government,North Carolina,accepted term,"forsyth, nc -- Note added 9/11/15 19:35",http://co.forsyth.nc.us/,6/6/13 18:08
co.fort-bend.tx.us,,County Government,Texas,accepted term,"Fort Bend County, TX -- Note added 6/18/15 6:22",http://co.fort-bend.tx.us/,6/6/13 18:08
co.franklin.tx.us,,County Government,Texas,accepted term,"Franklin County, TX -- Note added 6/18/15 6:24",http://co.franklin.tx.us/,6/6/13 18:08
co.franklin.wa.us,,County Government,Washington,accepted term,"Franklin County, WA -- Note added 11/24/14 7:02",http://co.franklin.wa.us/,6/6/13 18:08
co.frederick.va.us,,County Government,Virginia,accepted term,"Frederick County, VA -- Note added 12/3/13 15:58",http://www.co.frederick.va.us/,6/6/13 18:08
co.freeborn.mn.us,,County Government,Minnesota,accepted term,"Freeborn County, MN -- Note added 4/20/15 0:25",http://www.co.freeborn.mn.us/,6/6/13 18:08
co.freestone.tx.us,,County Government,Texas,accepted term,"Freestone County, TX -- Note added 6/18/15 6:25",http://co.freestone.tx.us/,6/6/13 18:08
co.fremont.id.us,,County Government,Idaho,accepted term,"Fremont County, ID -- Note added 7/15/14 5:49",http://www.co.fremont.id.us/,6/6/13 18:08
co.frio.tx.us,,County Government,Texas,accepted term,"Frio County, TX -- Note added 6/18/15 6:26",http://co.frio.tx.us/,6/6/13 18:08
co.fulton.ga.us,,County Government,Georgia,accepted term,"Fulton County, Ga -- Note added 8/25/15 14:46",http://co.fulton.ga.us/,6/6/13 18:08
co.gaines.tx.us,,County Government,Texas,accepted term,"Gaines County, TX -- Note added 6/22/15 6:11",http://co.gaines.tx.us/,6/6/13 18:08
co.garfield.wa.us,,County Government,Washington,accepted term,"Garfield County, WA -- Note added 11/24/14 7:01",http://co.garfield.wa.us/,6/6/13 18:08
co.gem.id.us,,County Government,Idaho,accepted term,"Gem County, ID -- Note added 7/15/14 5:47",http://co.gem.id.us/,6/6/13 18:08
co.genesee.ny.us,,County Government,New York,accepted term,"Genesee County, NY -- Note added 6/29/15 14:14",http://co.genesee.ny.us/,6/6/13 18:08
co.glasscock.tx.us,,County Government,Texas,accepted term,"Glasscock County, TX -- Note added 6/22/15 6:12",http://co.glasscock.tx.us/,6/6/13 18:08
co.gloucester.nj.us,,County Government,New Jersey,accepted term,"gloucester, nj -- Note added 9/15/15 19:32",http://www.gloucestercountynj.gov/,6/6/13 18:08
co.gloucester.va.us,,County Government,Virginia,accepted term,"Gloucester County, VA -- Note added 11/20/13 20:10",http://co.gloucester.va.us/,6/6/13 18:08
co.goliad.tx.us,,County Government,Texas,accepted term,"Goliad County, TX -- Note added 6/22/15 6:12",http://co.goliad.tx.us/,6/6/13 18:08
co.gonzales.tx.us,,County Government,Texas,accepted term,"Gonzales County, TX -- Note added 6/22/15 6:13",http://www.co.gonzales.tx.us/,6/6/13 18:08
co.goochland.va.us,,County Government,Virginia,accepted term,"Goochland County, VA -- Note added 5/30/14 15:00",http://www.co.goochland.va.us/,6/6/13 18:08
co.goodhue.mn.us,,County Government,Minnesota,accepted term,"Goodhue County, MN -- Note added 4/20/15 0:26",http://www.co.goodhue.mn.us/,6/6/13 18:08
co.grand-traverse.mi.us,,County Government,Michigan,accepted term,"grand traverse, mi -- Note added 9/3/15 14:22",http://co.grand-traverse.mi.us/,6/6/13 18:08
co.grand.co.us,,County Government,Colorado,accepted term,"Grand County, CO -- Note added 7/11/14 5:48",http://co.grand.co.us/,6/6/13 18:08
co.granite.mt.us,,County Government,Montana,accepted term,"Granite County, MT -- Note added 11/22/13 12:53",http://co.granite.mt.us/,6/6/13 18:08
co.grant.mn.us,,County Government,Minnesota,accepted term,"Grant County, MN -- Note added 4/20/15 0:27",http://www.co.grant.mn.us/,6/6/13 18:08
co.grant.wa.us,,County Government,Washington,accepted term,"Grant County, WA -- Note added 4/8/14 18:17",http://www.co.grant.wa.us/,6/6/13 18:08
co.gray.tx.us,,County Government,Texas,accepted term,"Gray County, TX -- Note added 6/22/15 6:14",http://co.gray.tx.us/,6/6/13 18:08
co.grays-harbor.wa.us,,County Government,Washington,accepted term,"Grays Harbor County, WA -- Note added 11/24/14 7:00",http://co.grays-harbor.wa.us/Index.asp,6/6/13 18:08
co.grayson.tx.us,,County Government,Texas,accepted term,"Grayson County, TX -- Note added 6/22/15 6:15",http://www.co.grayson.tx.us/,6/6/13 18:08
co.green-lake.wi.us,,County Government,Wisconsin,accepted term,"Green Lake County, WI -- Note added 8/4/14 5:30",http://co.green-lake.wi.us/,6/6/13 18:08
co.greene.nc.us,,County Government,North Carolina,accepted term,"greene, nc -- Note added 9/11/15 19:35",http://co.greene.nc.us/,6/6/13 18:08
co.greene.oh.us,,County Government,Ohio,accepted term,"Greene County, OH -- Note added 3/13/14 15:17",http://co.greene.oh.us/,6/6/13 18:08
co.greene.pa.us,,County Government,Pennsylvania,accepted term,"Greene County, PA -- Note added 9/8/14 14:27",http://www.co.greene.pa.us/,6/6/13 18:08
co.greenlee.az.us,,County Government,Arizona,accepted term,"Greenlee County, AZ -- Note added 12/13/13 13:00",http://co.greenlee.az.us/,6/6/13 18:08
co.gregg.tx.us,,County Government,Texas,accepted term,"Gregg County, TX -- Note added 6/22/15 6:16",http://co.gregg.tx.us/,6/6/13 18:08
co.grimes.tx.us,,County Government,Texas,accepted term,"Grimes County, TX -- Note added 6/22/15 6:17",http://co.grimes.tx.us/,6/6/13 18:08
co.guadalupe.tx.us,,County Government,Texas,accepted term,"Guadalupe County, TX -- Note added 6/22/15 6:18",http://www.co.guadalupe.tx.us/,6/6/13 18:08
co.guilford.nc.us,,County Government,North Carolina,accepted term,"guilford, nc -- Note added 9/11/15 19:35",http://www.myguilford.com/,6/6/13 18:08
co.hancock.me.us,,County Government,Maine,accepted term,"hancock, me -- Note added 8/27/15 18:10",http://co.hancock.me.us/site/,6/6/13 18:08
co.hansford.tx.us,,County Government,Texas,accepted term,"Hansford County, TX -- Note added 6/22/15 6:19",http://co.hansford.tx.us/,6/6/13 18:08
co.hardin.tx.us,,County Government,Texas,accepted term,"Hardin County, TX -- Note added 6/22/15 6:20",http://co.hardin.tx.us/,6/6/13 18:08
co.harney.or.us,,County Government,Oregon,accepted term,"Harney County, OR -- Note added 6/18/14 6:32",http://co.harney.or.us/,6/6/13 18:08
co.harris.tx.us,,County Government,Texas,accepted term,"Harris County, TX -- Note added 2/3/14 13:54",http://www.harriscountytx.gov/,2/3/14 13:54
co.hartley.tx.us,,County Government,Texas,accepted term,"Hartley County, TX -- Note added 6/22/15 6:24",http://co.hartley.tx.us/,6/6/13 18:08
co.haskell.tx.us,,County Government,Texas,accepted term,"Haskell County, TX -- Note added 6/22/15 6:25",http://co.haskell.tx.us/,6/6/13 18:08
co.hays.tx.us,,County Government,Texas,accepted term,"Hays County, TX -- Note added 6/22/15 6:26",https://www.co.hays.tx.us/,6/6/13 18:08
co.henrico.va.us,,County Government,Virginia,accepted term,"Henrico County, VA -- Note added 6/17/14 17:24",#N/A,6/6/13 18:08
co.henry.oh.us,,County Government,Ohio,accepted term,Henry County (OH) Auditor -- Note added 3/31/14 11:17,http://www.co.henry.oh.us/index.php,3/28/14 17:57
co.hernando.fl.us,,County Government,Florida,accepted term,"Hernando County, FL -- Note added 6/17/15 11:54",http://co.hernando.fl.us/,6/6/13 18:08
co.hidalgo.tx.us,,County Government,Texas,accepted term,"Hidalgo County, TX -- Note added 6/22/15 6:27",http://co.hidalgo.tx.us/,6/6/13 18:08
co.highland.oh.us,,County Government,Ohio,accepted term,"Highland County, OH -- Note added 3/13/14 15:21",http://co.highland.oh.us/,6/6/13 18:08
co.hill.tx.us,,County Government,Texas,accepted term,"Hill County, TX -- Note added 6/22/15 6:28",http://co.hill.tx.us/,6/6/13 18:08
co.ho.md.us,,County Government,Maryland,accepted term,"Howard County, MD -- Note added 5/27/14 2:00",http://www.co.ho.md.us/,6/6/13 18:08
co.hockley.tx.us,,County Government,Texas,accepted term,"Hockley County, TX -- Note added 6/22/15 6:29",http://co.hockley.tx.us/,6/6/13 18:08
co.hood-river.or.us,,County Government,Oregon,accepted term,"Hood River County, OR -- Note added 6/18/14 6:33",http://www.co.hood-river.or.us/,6/6/13 18:08
co.hood.tx.us,,County Government,Texas,accepted term,"Hood County, TX -- Note added 6/22/15 6:30",http://co.hood.tx.us/,6/6/13 18:08
co.houston.mn.us,,County Government,Minnesota,accepted term,"Houston County, MN -- Note added 3/24/14 14:47",http://www.co.houston.mn.us/,6/6/13 18:09
co.houston.tx.us,,County Government,Texas,accepted term,"Houston County, TX -- Note added 6/22/15 6:31",http://co.houston.tx.us/,6/6/13 18:08
co.howard.tx.us,,County Government,Texas,accepted term,"Howard County, TX -- Note added 6/22/15 6:32",http://co.howard.tx.us/,6/6/13 18:08
co.hubbard.mn.us,,County Government,Minnesota,accepted term,"Hubbard County, MN -- Note added 4/20/15 0:34",http://www.co.hubbard.mn.us/,6/6/13 18:08
co.hudspeth.tx.us,,County Government,Texas,accepted term,"Hudspeth County, TX -- Note added 6/22/15 6:33",#N/A,6/6/13 18:08
co.hunterdon.nj.us,,County Government,New Jersey,accepted term,"Hunterdon County, NJ -- Note added 1/22/14 16:48",http://co.hunterdon.nj.us/,6/6/13 18:08
co.hutchinson.tx.us,,County Government,Texas,accepted term,"Hutchinson County, TX -- Note added 6/22/15 6:34",http://co.hutchinson.tx.us/,6/6/13 18:08
co.imperial.ca.us,,County Government,California,accepted term,"County of Imperial, CA -- Note added 3/21/14 16:47",http://co.imperial.ca.us/,6/6/13 18:08
co.iredell.nc.us,,County Government,North Carolina,accepted term,"iredell county, nc -- Note added 9/11/15 19:36",https://www.co.iredell.nc.us/,6/6/13 18:08
co.irion.tx.us,,County Government,Texas,accepted term,"Irion County, TX -- Note added 6/23/15 5:47",http://co.irion.tx.us/,6/6/13 18:08
co.iroquois.il.us,,County Government,Illinois,accepted term,"Iroquois County, IL -- Note added 7/2/14 18:46",http://www.co.iroquois.il.us/,6/6/13 18:08
co.isanti.mn.us,,County Government,Minnesota,accepted term,"Isanti County, MN -- Note added 4/20/15 0:35",http://www.co.isanti.mn.us/isanti,6/6/13 18:08
co.isle-of-wight.va.us,,County Government,Virginia,accepted term,"County of Isle of Wight, VA -- Note added 3/21/14 16:48",http://www.co.isle-of-wight.va.us/,6/6/13 18:08
co.itasca.mn.us,,County Government,Minnesota,accepted term,"Itasca County, MN -- Note added 4/20/15 0:36",http://www.co.itasca.mn.us/Home/Pages/default.aspx,6/6/13 18:08
co.jackson.mn.us,,County Government,Minnesota,accepted term,"Jackson County, MN -- Note added 4/20/15 0:38",http://www.co.jackson.mn.us/,6/6/13 18:08
co.jackson.or.us,,County Government,Oregon,accepted term,"Jackson County, OR -- Note added 3/21/14 16:49",http://co.jackson.or.us/,6/6/13 18:08
co.jackson.tx.us,,County Government,Texas,accepted term,"Jackson County, TX -- Note added 6/23/15 5:47",http://co.jackson.tx.us/,6/6/13 18:08
co.jackson.wi.us,,County Government,Wisconsin,accepted term,"Jackson County, WI -- Note added 8/4/14 5:31",http://www.co.jackson.wi.us/,6/6/13 18:08
co.jasper.tx.us,,County Government,Texas,accepted term,"Jasper County, TX -- Note added 6/23/15 5:48",http://co.jasper.tx.us/,6/6/13 18:08
co.jefferson.id.us,,County Government,Idaho,accepted term,"Jefferson County, ID -- Note added 7/15/14 5:46",http://www.co.jefferson.id.us/,6/6/13 18:08
co.jefferson.ny.us,,County Government,New York,accepted term,"Jefferson County, NY -- Note added 11/20/13 13:31",http://www.co.jefferson.ny.us/,6/6/13 18:08
co.jefferson.or.us,,County Government,Oregon,accepted term,"Jefferson County, OR -- Note added 6/18/14 6:34",http://www.co.jefferson.or.us/,6/6/13 18:08
co.jefferson.tx.us,,County Government,Texas,accepted term,"Jefferson County, TX -- Note added 6/23/15 5:49",http://co.jefferson.tx.us/,6/6/13 18:08
co.jefferson.wa.us,,County Government,Washington,accepted term,"Jefferson County, WA -- Note added 4/8/14 18:18",http://www.co.jefferson.wa.us/,6/6/13 18:08
co.jim-hogg.tx.us,,County Government,Texas,accepted term,"Jim Hogg County, TX -- Note added 6/23/15 5:51",http://co.jim-hogg.tx.us/,6/6/13 18:08
co.jim-wells.tx.us,,County Government,Texas,accepted term,"Jim Wells County, TX -- Note added 6/23/15 5:54",http://co.jim-wells.tx.us/,6/6/13 18:08
co.johnson.in.us,,County Government,Indiana,accepted term,"Johnson County, IN -- Note added 11/20/13 13:22",http://co.johnson.in.us/,11/20/13 13:22
co.jones.tx.us,,County Government,Texas,accepted term,"Jones County, TX -- Note added 6/23/15 5:55",http://co.jones.tx.us/,6/6/13 18:08
co.josephine.or.us,,County Government,Oregon,accepted term,"Josephine County, OR -- Note added 6/18/14 6:35",http://co.josephine.or.us/,6/6/13 18:08
co.juab.ut.us,,County Government,Utah,accepted term,"Juab County, UT -- Note added 8/19/14 5:19",http://www.co.juab.ut.us/,6/6/13 18:08
co.juniata.pa.us,,County Government,Pennsylvania,accepted term,"Juniata County, PA -- Note added 9/8/14 14:30",http://www.co.juniata.pa.us/,6/6/13 18:08
co.kandiyohi.mn.us,,County Government,Minnesota,accepted term,"Kandiyohi County, MN n  -- Note added 4/21/15 0:22",http://www.co.kandiyohi.mn.us/,6/6/13 18:08
co.karnes.tx.us,,County Government,Texas,accepted term,"Karnes County, TX -- Note added 6/23/15 5:56",http://co.karnes.tx.us/,6/6/13 18:08
co.kendall.tx.us,,County Government,Texas,accepted term,"Kendall County, TX -- Note added 6/23/15 5:56",http://co.kendall.tx.us/,6/6/13 18:08
co.kenedy.tx.us,,County Government,Texas,accepted term,"Kennedy County, TX -- Note added 6/23/15 5:57",http://co.kenedy.tx.us/,6/6/13 18:08
co.kenosha.wi.us,,County Government,Wisconsin,accepted term,"Kenosha County, WI -- Note added 8/4/14 5:32",http://co.kenosha.wi.us/,6/6/13 18:08
co.kerr.tx.us,,County Government,Texas,accepted term,"Kerr County, TX -- Note added 6/23/15 5:58",http://co.kerr.tx.us/,6/6/13 18:08
co.kimble.tx.us,,County Government,Texas,accepted term,"Kimble County, TX -- Note added 6/23/15 5:59",http://co.kimble.tx.us/,6/6/13 18:08
co.kinney.tx.us,,County Government,Texas,accepted term,"Kinney County, TX -- Note added 6/23/15 6:00",http://co.kinney.tx.us/,6/6/13 18:08
co.kittitas.wa.us,,County Government,Washington,accepted term,"Kittitas County, WA -- Note added 11/24/14 6:59",https://www.co.kittitas.wa.us/,6/6/13 18:08
co.kittson.mn.us,,County Government,Minnesota,accepted term,"Kittson County, MN -- Note added 4/21/15 0:20",http://co.kittson.mn.us/,6/6/13 18:08
co.kleberg.tx.us,,County Government,Texas,accepted term,"Kleberg County, TX -- Note added 6/23/15 6:01",http://co.kleberg.tx.us/,6/6/13 18:08
co.knox.oh.us,,County Government,Ohio,accepted term,"County of Knox, OH -- Note added 3/21/14 13:34",http://www.co.knox.oh.us/,3/18/14 18:09
co.koochiching.mn.us,,County Government,Minnesota,accepted term,"Koochiching County, MN -- Note added 4/21/15 0:21",http://www.co.koochiching.mn.us/,6/6/13 18:08
co.kootenai.id.us,,County Government,Idaho,accepted term,"Kootenai County, ID -- Note added 7/8/13 13:43",http://co.kootenai.id.us/,6/6/13 18:08
co.la-crosse.wi.us,,County Government,Wisconsin,accepted term,"La Crosse County, WI -- Note added 8/4/14 5:33",http://co.la-crosse.wi.us/,6/6/13 18:08
co.la-paz.az.us,,County Government,Arizona,accepted term,"La Paz County, AZ -- Note added 12/13/13 13:01",http://co.la-paz.az.us/,6/6/13 18:08
co.la-salle.tx.us,,County Government,Texas,accepted term,"La Salle County, TX -- Note added 7/26/13 17:30",http://co.la-salle.tx.us/,6/6/13 18:08
co.lake-of-the-woods.mn.us,,County Government,Minnesota,accepted term,"Lake of The Woods County, MN -- Note added 4/21/15 0:22",http://www.co.lake-of-the-woods.mn.us/,6/6/13 18:08
co.lake.mn.us,,County Government,Minnesota,accepted term,"Lake County, MN -- Note added 4/21/15 0:24",http://www.co.lake.mn.us/,6/6/13 18:08
co.lamar.tx.us,,County Government,Texas,accepted term,"Lamar County, TX -- Note added 6/23/15 6:13",http://co.lamar.tx.us/,6/6/13 18:08
co.lamb.tx.us,,County Government,Texas,accepted term,"Lamb County, TX -- Note added 6/23/15 6:12",http://co.lamb.tx.us/,6/6/13 18:08
co.lampasas.tx.us,,County Government,Texas,accepted term,"Lampasas County, TX -- Note added 6/23/15 6:12",http://co.lampasas.tx.us/,6/6/13 18:08
co.lancaster.pa.us,,County Government,Pennsylvania,accepted term,"Lancaster County, PA -- Note added 1/17/14 15:41",http://co.lancaster.pa.us/,6/6/13 18:08
co.langlade.wi.us,,County Government,Wisconsin,accepted term,"Langlade County, WI -- Note added 8/4/14 5:34",http://co.langlade.wi.us/,6/6/13 18:08
co.laplata.co.us,,County Government,Colorado,accepted term,"La Plata County, CO -- Note added 7/11/14 5:49",http://co.laplata.co.us/,6/6/13 18:08
co.laramie.wy.us,,County Government,Wyoming,accepted term,"Laramie County, WY -- Note added 6/7/13 16:36",http://webgate.co.laramie.wy.us/,6/6/13 18:09
co.larimer.co.us,,County Government,Colorado,accepted term,"Larimer County, CO -- Note added 7/11/14 5:50",http://co.larimer.co.us/,6/6/13 18:08
co.lavaca.tx.us,,County Government,Texas,accepted term,"Lavaca County, TX -- Note added 6/23/15 6:11",http://co.lavaca.tx.us/,6/6/13 18:08
co.lawrence.pa.us,,County Government,Pennsylvania,accepted term,"Lawrence County, PA -- Note added 9/9/14 19:07",http://co.lawrence.pa.us/,6/6/13 18:08
co.le-sueur.mn.us,,County Government,Minnesota,accepted term,"LeSueur County, MN -- Note added 4/21/15 0:25",http://www.co.le-sueur.mn.us/,6/6/13 18:08
co.lee.tx.us,,County Government,Texas,accepted term,"Lee County, TX -- Note added 6/23/15 6:10",http://co.lee.tx.us/,6/6/13 18:08
co.lenoir.nc.us,,County Government,North Carolina,accepted term,"lenoir, nc -- Note added 9/11/15 19:37",http://co.lenoir.nc.us/,6/6/13 18:08
co.leon.tx.us,,County Government,Texas,accepted term,"Leon County, TX -- Note added 6/23/15 6:09",http://co.leon.tx.us/,6/6/13 18:08
co.liberty.tx.us,,County Government,Texas,accepted term,"Liberty County, TX -- Note added 6/23/15 6:08",http://co.liberty.tx.us/,6/6/13 18:08
co.limestone.tx.us,,County Government,Texas,accepted term,"Limestone County, TX -- Note added 6/23/15 6:07",http://co.limestone.tx.us/,6/6/13 18:08
co.lincoln.mn.us,,County Government,Minnesota,accepted term,"Lincoln County, MN -- Note added 4/21/15 0:27",http://www.co.lincoln.mn.us/,6/6/13 18:08
co.lincoln.or.us,,County Government,Oregon,accepted term,"Lincoln County, OR -- Note added 6/18/14 6:36",http://co.lincoln.or.us/,6/6/13 18:08
co.lincoln.wa.us,,County Government,Washington,accepted term,"Lincoln County, WA -- Note added 11/24/14 6:57",http://co.lincoln.wa.us/,6/6/13 18:08
co.lincoln.wi.us,,County Government,Wisconsin,accepted term,"Lincoln County, WI -- Note added 8/4/14 5:35",http://co.lincoln.wi.us/,6/6/13 18:08
co.linn.or.us,,County Government,Oregon,accepted term,"Linn County, OR -- Note added 1/22/14 17:03",http://www.co.linn.or.us/,6/6/13 18:08
co.lipscomb.tx.us,,County Government,Texas,accepted term,"Lipscomb County, TX -- Note added 6/23/15 6:06",http://co.lipscomb.tx.us/,6/6/13 18:08
co.live-oak.tx.us,,County Government,Texas,accepted term,"Live Oak County, TX -- Note added 6/23/15 6:05",http://co.live-oak.tx.us/,6/6/13 18:08
co.llano.tx.us,,County Government,Texas,accepted term,"Llano County, TX -- Note added 6/23/15 6:04",http://co.llano.tx.us/,6/6/13 18:08
co.logan.oh.us,,County Government,Ohio,accepted term,"Logan County, OH -- Note added 3/13/14 15:22",http://co.logan.oh.us/,6/6/13 18:08
co.lubbock.tx.us,,County Government,Texas,accepted term,"Lubbock County, TX -- Note added 6/23/15 6:03",http://co.lubbock.tx.us/,6/6/13 18:08
co.lucas.oh.us,,County Government,Ohio,accepted term,"Lucas County, OH -- Note added 3/13/14 15:26",http://www.co.lucas.oh.us/index.aspx?NID=675,6/6/13 18:08
co.lynn.tx.us,,County Government,Texas,accepted term,"Lynn County, TX -- Note added 6/23/15 6:02",http://co.lynn.tx.us/,6/6/13 18:08
co.madison.id.us,,County Government,Idaho,accepted term,"Madison County, ID -- Note added 7/8/13 13:44",http://co.madison.id.us/,6/6/13 18:08
co.madison.tn.us,,County Government,Tennessee,accepted term,"Madison County, TN -- Note added 1/22/14 17:04",http://co.madison.tn.us/,6/6/13 18:09
co.madison.tx.us,,County Government,Texas,accepted term,"Madison County, TX -- Note added 7/6/15 6:50",http://co.madison.tx.us/,6/6/13 18:08
co.mahnomen.mn.us,,County Government,Minnesota,accepted term,"Mahnomen County, MN -- Note added 4/21/15 0:28",http://www.co.mahnomen.mn.us/,6/6/13 18:08
co.manitowoc.wi.us,,County Government,Wisconsin,accepted term,"Manitowoc County, WI -- Note added 8/4/14 5:36",http://co.manitowoc.wi.us/,6/6/13 18:08
co.marathon.wi.us,,County Government,Wisconsin,accepted term,"Marathon County, WI -- Note added 8/4/14 5:37",http://co.marathon.wi.us/,6/6/13 18:08
co.marion.or.us,,County Government,Oregon,accepted term,"Marion County, OR -- Note added 6/18/14 6:37",http://co.marion.or.us/,6/6/13 18:08
co.marion.tx.us,,County Government,Texas,accepted term,"Marion County, TX -- Note added 7/6/15 6:50",http://co.marion.tx.us/,6/6/13 18:08
co.marquette.wi.us,,County Government,Wisconsin,accepted term,"Marquette County, WI -- Note added 4/3/14 19:43",http://www.co.marquette.wi.us/,6/6/13 18:08
co.marshall.mn.us,,County Government,Minnesota,accepted term,"Marshall County, MN -- Note added 4/21/15 0:30",http://www.co.marshall.mn.us/,6/6/13 18:08
co.martin.mn.us,,County Government,Minnesota,accepted term,"Martin County, MN -- Note added 4/21/15 0:31",http://www.co.martin.mn.us/,6/6/13 18:08
co.mason.wa.us,,County Government,Washington,accepted term,"Mason County, WA -- Note added 11/24/14 6:57",http://www.co.mason.wa.us/,6/6/13 18:08
