Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
cattco.org,,,,County,,New York,"Cattaraugus County, NY -- Note added 7/31/13 18:55",http://cattco.org/,6/6/13 18:08
cavaliercounty.us,,,,County,,North Dakota,"Cavalier County, ND -- Note added 7/18/14 5:28",http://www.cavaliercounty.us/,6/6/13 18:08
cavaliernd.com,,,,Local,,North Dakota,"City of Cavalier, ND -- Note added 7/18/14 5:29",http://www.cavaliernd.com/,6/6/13 18:08
cavecreek.org,,,,Local,,Arizona,"Town of Cave Creek, AZ -- Note added 12/11/13 13:53",http://www.cavecreek.org/,6/6/13 18:08
cawh.org,,,,Local,,Washington,"City of Airway Heights, WA -- Note added 9/12/14 5:27",http://cawh.org/,6/6/13 18:08
cayuga-heights.ny.us,,,,Local,,New York,"Village of Cayuga Heights, NY -- Note added 6/17/15 17:00",http://cayuga-heights.ny.us/,6/6/13 18:08
cayugacounty.us,,,,County,,New York,"Cayuga County, NY -- Note added 12/6/13 14:13",http://www.cayugacounty.us/,6/6/13 18:08
cbacfc.org,Combined Federal Campaign,,,Federal,,West Virginia,Chesapeake Bay Area Combined Federal Campaign (CBACFC) -- Note added 3/31/14 13:04,http://www.cbacfc.org/,6/6/13 18:08
cbp-ntep.info,Customs and Border Patrol (CBP),,,Federal,,,"National Training Evaluation Program, Customs and Border Patrol, Department of Homeland Security -- Note added 6/14/13 18:49",#N/A,6/6/13 18:08
cce.cornell.edu,,,,Local,,New York,Cornell University (NY) Cooperative Extension -- Note added 6/17/15 17:03,http://cce.cornell.edu/Pages/Default.aspx,6/6/13 18:08
ccgov.net,,,,County,,Wyoming,"Campbell County, WY -- Note added 11/20/13 20:18",http://www.ccgov.net/,6/6/13 18:08
ccgov.org,,,,County,,Maryland,"Cecil County, MD -- Note added 5/27/14 1:23",http://www.ccgov.org/,6/6/13 18:08
ccok.us,,,,County,,Oklahoma,"Cleveland County, OK -- Note added 8/2/13 14:59",http://www.clevelandcountyok.com/,8/2/13 14:58
ccpa.net,,,,County,,Pennsylvania,"Cumberland County, PA -- Note added 7/1/14 19:30",http://ccpa.net/,6/6/13 18:08
ccrpa.org,,,,Regional,,Connecticut,Central Connecticut Regional Planning Agency -- Note added 12/15/14 6:18,http://ccrpa.org/,6/6/13 18:08
ccsinventory.wilsoncenter.org,,,,Quasigovernmental,,,"Federal Crowdsourcing and Citizen Science Catalog In 2014, the Commons Lab at the Woodrow Wilson International Center for Scholars (The Wilson Center) began compiling a database of Federal Citizen Science and Crowdsourcing projects in collaboration with the Federal Community of Practice for Crowdsourcing and Citizen Science (CCS) and OSTP. -- Note added 7/12/16 16:48",https://ccsinventory.wilsoncenter.org/,7/12/16 16:45
cctexas.com,,,,Local,,Texas,"City of Corpus Christi, TX -- Note added 3/4/15 6:42",http://cctexas.com/,6/6/13 18:08
ccvillage.org,,,,Local,,Maryland,"Chevy Chase Village, MD -- Note added 5/27/14 1:25",http://www.ccvillage.org/,6/6/13 18:08
cdaid.org,,,,Local,,Idaho,"City of Coeur d'Alene, ID -- Note added 7/5/13 18:29",http://cdaid.org/,6/6/13 18:08
cdcnpin.org,Centers for Disease Control and Prevention (CDC),,,Federal,,,National Prevention Information Network from the CDC -- Note added 1/10/14 19:17,http://cdcnpin.org/,1/10/14 19:17
cdrpc.org,,,,Regional,,New York,Capital District Regional Planning Commission (NY) -- Note added 6/17/15 17:05,http://cdrpc.org/,6/6/13 18:08
cdse.edu,Department of Defense (DOD),,,Federal,,,"Center for Development of Security Excellence, Defense Security Service, Department of Defense -- Note added 6/14/13 18:49",http://cdse.edu/,6/6/13 18:08
cedar-rapids.org,,,,Local,,Iowa,"Cedar Rapides, IA -- Note added 8/25/15 20:03",http://cedar-rapids.org/Pages/home.aspx,6/6/13 18:08
cedarbluff-al.org,,,,Local,,Alabama,"Town of Cedar Bluff, AL -- Note added 6/12/13 17:22",http://cedarbluff-al.org/,6/6/13 18:08
cedarcity.org,,,,Local,,Utah,"Cedar City, UT -- Note added 8/19/14 5:02",http://cedarcity.org/,6/6/13 18:08
cedarcreeknebraska.com,,,,Local,,Nebraska,"Village of Cedar Creek, NE -- Note added 12/6/13 18:51",http://cedarcreeknebraska.com/,6/6/13 18:08
cedaredgecolorado.com,,,,Local,,Colorado,"Town of Cedaredge, CO -- Note added 1/14/14 15:01",http://cedaredgecolorado.com/,6/6/13 18:08
cedargrovenj.org,,,,Local,,New Jersey,"cedar grove, nj -- Note added 9/15/15 19:12",http://www.cedargrovenj.org/site/,6/6/13 18:08
cedarhills.org,,,,Local,,Utah,"City of Cedar Hills, UT -- Note added 8/19/14 5:04",http://www.cedarhills.org/,6/6/13 18:08
cedarhilltx.com,,,,Local,,Texas,"City of Cedar Hill, TX -- Note added 3/4/15 6:44",http://www.cedarhilltx.com/,6/6/13 18:08
cedarparktx.us,,,,Local,,Texas,"City of Cedar Park, TX -- Note added 3/4/15 6:45",http://cedarparktx.us/,6/6/13 18:08
cehtp.org,,,,State,,California,"California Environmental Health Tracking Program, California Department of Public Health -- Note added 10/24/14 12:09",http://cehtp.org/project.jsp?project_key=EHSS01,10/24/14 12:08
celebratedouglascounty.com,,,,County,,Georgia,"Douglas County, Ga -- Note added 8/25/15 14:24",http://www.celebratedouglascounty.com/,6/6/13 18:08
centerharbornh.org,,,,Local,,New Hampshire,"Town of Center Harbor, NH -- Note added 3/20/14 17:55",http://centerharbornh.org/,6/6/13 18:08
centernd.net,,,,Local,,North Dakota,"City of Center, ND -- Note added 7/18/14 5:30",http://www.centernd.net/,6/6/13 18:08
centertownshiptrustee.com,,,,Local,,Indiana,"Center Township Trustee, In  and Delaware County, In -- Note added 8/27/15 14:17",http://centertownshiptrustee.com/,6/6/13 18:08
centertwp.netfirms.com,,,,Local,,Pennsylvania,"Center Township, PA -- Note added 1/14/14 14:22",http://centertwp.netfirms.com/,6/6/13 18:08
centervillega.org,,,,Local,,Georgia,"Centerville, Ga -- Note added 8/25/15 14:24",http://www.centervillega.org/,6/6/13 18:08
centervillemn.com,,,,Local,,Minnesota,"City of Centerville, MN -- Note added 3/24/15 2:18",http://www.centervillemn.com/,6/6/13 18:08
centervilleut.net,,,,Local,,Utah,"Centerville City, UT -- Note added 3/20/14 17:55",http://www.centervilleut.net/,6/6/13 18:08
centralcaliforniacfc.org,Combined Federal Campaign,,,Federal,,California,Central Califoria Combined Federal Compaign -- Note added 3/9/15 16:55,http://www.centralcaliforniacfc.org,6/6/13 18:08
centralfallsri.us,,,,Local,,Rhode Island,"City of Central Falls, RI -- Note added 6/7/13 18:31",http://www.centralfallsri.us/,6/6/13 18:08
centraliamo.org,,,,Local,,Missouri,"City of Centralia, MO. -- Note added 9/24/15 15:22",http://centraliamo.org/,6/6/13 18:08
centralina.org,,,,Local,,North Carolina,"Centralina Council of Governments, General Assembly of North Carolina -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
centralmidlands.org,,,,Local,,South Carolina,Central Midlands Council of Governments  -- Note added 8/28/15 13:20,http://centralmidlands.org/,6/6/13 18:08
centralpacfc.org,Combined Federal Campaign,,,Federal,,Pennsylvania,Combined Federal Campaign of Central Pennsylvania -- Note added 7/1/14 19:38,http://www.centralpacfc.org/,6/6/13 18:08
centraltexascfc.org,Combined Federal Campaign,,,Federal,,Texas,Central Texas Combined Federal Campaign -- Note added 3/4/15 6:46,http://centraltexascfc.org/wp/,6/6/13 18:08
centralwashingtoncfc.us,Combined Federal Campaign,,,County,,Washington,Central Washington Combined Federal CampaignServing: Chelan CountyDouglas CountyKittitas CountyYakima County -- Note added 9/12/14 5:29,http://centralwashingtoncfc.us/,6/6/13 18:08
cerritos.us,,,,Local,,California,City of Cerritos municipal website -- Note added 3/9/15 17:01,http://www.cerritos.us/,6/6/13 18:08
ces.ca.uky.edu/ces,,,,State,,Kentucky,Univ of Kentucky Extension website -- Note added 8/27/15 16:14,http://extension.ca.uky.edu/,6/6/13 18:08
cf-cfc.org,Combined Federal Campaign,,,Federal,,Florida,Central Florida - Combined Federal Campaign -- Note added 6/15/15 18:58,http://www.cf-cfc.org/_root/,6/6/13 18:08
cfc-centralok.org,Combined Federal Campaign,,,Federal,,Oklahoma,central OK CFC -- Note added 8/28/15 16:28,http://www.cfc-centralok.org/,6/6/13 18:08
cfc-hawaii.org,Combined Federal Campaign,,,State,,Northern Mariana Islands,"Hawaii-Pacific Area Combined Federal Campaign - geographic area includes the State of Hawaii, Guam, Northern Marianas Islands, and American Samoa -- Note added 6/12/13 13:14",http://cfc-hawaii.org/,6/6/13 18:08
cfcaaga.org,Combined Federal Campaign,,,Federal,,Georgia,Greater Atlanta-Athens Combined Federal Campaign -- Note added 12/6/13 15:10,http://www.cfcaaga.org/_root/,6/6/13 18:08
cfcaz.org,Combined Federal Campaign,,,Federal,,California,Arizona Combined Federal Campaign (CFC) -- Note added 12/11/13 13:54,http://cfcaz.org/,6/6/13 18:08
cfccoastalga.org,Combined Federal Campaign,,,Federal,,Georgia,Coastal Georgia Combined Federal Campaign -- Note added 8/25/15 14:25,http://www.cfccoastalga.org/_root/,6/6/13 18:08
cfcforthood.org,Combined Federal Campaign,,,Federal,,Texas,"Combined Federal Campaign website for the greater Fort Hood, TX area -- Note added 3/4/15 6:47",http://www.cfcforthood.org/,6/6/13 18:08
cfcgive.org,Combined Federal Campaign,,,Federal,,Washington,"Combined Federal Campaign of South Puget Sound, WA -- Note added 9/12/14 5:30",http://cfcgive.org/,6/6/13 18:08
cfcgno.org,Combined Federal Campaign,,,Federal,,Louisiana,Greater New Orleans Area Combined Federal Campaign -- Note added 8/24/15 15:47,http://www.cfcgno.org/_root/,6/6/13 18:08
cfcgreaterarkansas.org,Combined Federal Campaign,,,Federal,,Arkansas,Combined Federal Campaign of Greater Arkansas -- Note added 7/17/13 18:03,http://cfcgreaterarkansas.org/,6/6/13 18:08
cfcgreaternc.org,Combined Federal Campaign,,,Federal,,South Carolina,North Carolina CFC -- Note added 8/28/15 13:20,http://www.cfcgreaternc.org/_root/,6/6/13 18:08
cfcindiana.org,Combined Federal Campaign,,,Federal,,Indiana,"Indiana, Kentucky, and Southwestern Ohio CFC -- Note added 8/27/15 14:17",http://www.givecfc.org/_root/,6/6/13 18:08
cfclincoln.org,Combined Federal Campaign,,,County,,Nebraska,Lincoln and Lancaster County Area Combined Federal Campaign -- Note added 12/6/13 18:52,http://cfclincoln.org/,6/6/13 18:08
cfclouisville.org,Combined Federal Campaign,,,State,,Kentucky,"Tristate CFC, Indiana -- Note added 8/27/15 14:19",http://www.givecfc.org/_root/,6/6/13 18:08
cfcmaine.org,Combined Federal Campaign,,,Federal,,Maine,Northern NE CFc -- Note added 8/27/15 18:07,http://wp.northernnewenglandcfc.org/,6/6/13 18:08
cfcmidsouth.org,Combined Federal Campaign,,,Federal,,Tennessee,Combined Federal Campaign of the Mid-South -- Note added 7/17/13 18:04,http://cfcmidsouth.org/,6/6/13 18:08
cfcmontereysantacruz.org,Combined Federal Campaign,,,Federal,,California,Combined Federal Campaign Monterey/Santa Cruz -- Note added 3/9/15 17:53,http://www.cfcmontereysantacruz.org/,6/6/13 18:08
cfcnca.org,Combined Federal Campaign,,,Federal,,Virginia,Combined Federal Campaign of the National Capital Area -- Note added 6/7/13 17:35,http://cfcnca.org/,6/6/13 18:08
cfcnexus.org,Combined Federal Campaign,,,Federal,,,CFC (Combined Federal Campaign) Nexus -- Note added 10/7/14 12:22,https://www.cfcnexus.org/_root/,10/7/14 12:21
cfcnnj.org,Combined Federal Campaign,,,Federal,,New Jersey,Northern New Jersey Combined Federal Campaign ( CFC ) -- Note added 9/22/15 14:08,http://cfcnnj.org/,6/6/13 18:08
cfcnorthtexas.org,Combined Federal Campaign,,,Federal,,Texas,North Texas CFC possibly part of OK -- Note added 8/28/15 16:30,http://www.dfwmetroplexcfc.org/_root/,6/6/13 18:08
cfcnps.org,Combined Federal Campaign,,,Federal,,Washington,"Combined Federal Campaign of Nort Puget Sound, WA -- Note added 9/12/14 5:32",http://www.cfcnps.org/_root/,6/6/13 18:08
cfcofcva.org,Combined Federal Campaign,,,Federal,,Virginia,Central Virginia Area Combined Federal Campaign -- Note added 6/6/14 13:50,http://www.cfcofcva.org/_root/,6/6/13 18:08
cfcofgreatersocal.org,Combined Federal Campaign,,,Federal,,California,Combined Federal Campaign of Greater Southern CA -- Note added 3/9/15 17:56,http://www.cfcofgreatersocal.org/_root/,6/6/13 18:08
cfcofthecsra.org,Combined Federal Campaign,,,Federal,,South Carolina,Combined Federal Campaign of the Central Savannah River Area -- Note added 8/25/15 14:25,http://www.cfcofthecsra.org/,6/6/13 18:08
cfcredrivervalley.org,Combined Federal Campaign,,,Federal,,North Dakota,Combined Federal Campaign of the Red River Valley -- Note added 7/18/14 5:31,http://www.cfcredrivervalley.org/,6/6/13 18:08
cfcsanantonio.org,Combined Federal Campaign,,,Federal,,Texas,Combined Federal Campaign Fund website for San Antonio Area -- Note added 3/4/15 6:55,http://www.cfcsanantonio.org/_root/,6/6/13 18:08
cfcsemi.org,Combined Federal Campaign,,,Federal,,Michigan,Southeastern Michigan Area CFC   -- Note added 9/2/15 20:29,http://www.cfcsemi.org/_root/,6/6/13 18:08
cfcshr.org,Combined Federal Campaign,,,Federal,,Virginia,Combined Federal Campaign of South Hampton Roads (CFCSHR) -- Note added 5/30/14 13:56,http://www.cfcshr.org,6/6/13 18:08
cfcsnj.org,Combined Federal Campaign,,,Federal,,Pennsylvania,Eastern Pennsylvania and South Jersey Combined Federal Campaign -- Note added 12/6/13 13:32,http://www.cfcsnj.org/,6/6/13 18:08
cfctexasgulfcoast.org,Combined Federal Campaign,,,Federal,,Texas,Combined Federal Campaign website for theTexas Gulf Coast -- Note added 3/4/15 6:57,http://www.cfctexasgulfcoast.org/,6/6/13 18:08
cfcvp.org,Combined Federal Campaign,,,Federal,,Virginia,Combined Federal Campaign of the Virginia Peninsula (CFCVP) -- Note added 5/30/14 13:57,http://www.cfcvp.org/,6/6/13 18:08
cfcwesternmichigan.org,Combined Federal Campaign,,,Federal,,Michigan,CFC UP-North Michigan Area (CFC Western Michigan has merged with UP-North -- Note added 9/2/15 20:29,http://cfcwesternmichigan.org/,6/6/13 18:08
cfcwesternmontana.org,Combined Federal Campaign,,,Federal,,Montana,Combined Federal Campaign (CFC) of Western Montana -- Note added 11/22/13 12:41,http://cfcwesternmontana.org/,6/6/13 18:08
cfcwnc.com,Combined Federal Campaign,,,Federal,,North Carolina,West NC CFC -- Note added 9/11/15 19:01,http://cfcwnc.com/,6/6/13 18:08
cfe-dmha.org,Department of Defense (DOD),,,Federal,,,"Center for Excellence in Disaster Management and Humanitarian Assistance (CFE-DMHA), US Pacific Command, Joint Base Pearl Harbor-Hickam, HI -- Note added 3/20/14 15:12",http://www.cfe-dmha.org/,3/20/14 15:10
cfnc.org,,,,State,,North Carolina,"College Foundation of North Carolina, a¬†service of the State¬†of North Carolina -- Note added 7/24/13 16:09",http://www.cfnc.org/index.jsp,6/6/13 18:08
cfrpc.org,,,,Regional,,Florida,Central Florida Regional Planning Council -- Note added 6/16/15 14:15,http://www.cfrpc.org/,6/6/13 18:08
cga.edu,U.S. Coast Guard,,,Federal,,,United States Coast Guard Academy -- Note added 1/23/14 15:30,http://www.cga.edu/,1/23/14 15:30
cgaux.org,U.S. Coast Guard Auxiliary,,,Federal,,,U.S. Coast Guard Auxiliary -- Note added 6/14/13 18:52,http://cgaux.org/,6/6/13 18:08
cge.concursolutions.com,General Services Administration (GSA),,Website - password protected,Federal,,,"e-Gov Travel Service, Concur Government Edition (CGE) for the General Services Administration -- Note added 1/13/14 12:01",https://cge.concursolutions.com/,1/13/14 11:59
chaffeecounty.org,,,,County,,Colorado,"Chaffee County, CO -- Note added 7/11/14 5:25",http://chaffeecounty.org/,6/6/13 18:08
chagrin-falls.org,,,,Local,,Ohio,"Village of Chagrin Falls, OH -- Note added 3/11/14 14:37",http://chagrin-falls.org/,6/6/13 18:08
chalfontborough.com,,,,Local,,Pennsylvania,"Borough of Chalfont, PA -- Note added 7/1/14 19:41",http://www.chalfontborough.com/,6/6/13 18:09
chambleega.com,,,,Local,,Georgia,"Chamblee, Ga -- Note added 8/25/15 14:26",http://chambleega.com/,6/6/13 18:08
chandlerok.com,,,,Local,,Oklahoma,"chandler, ok -- Note added 8/28/15 16:30",http://chandlerok.com/,6/6/13 18:08
chandlertx.com,,,,Local,,Texas,"City of Chandler, TX -- Note added 6/6/13 18:09",http://chandlertx.com/,6/6/13 18:09
chandra.harvard.edu,,,,Quasigovernmental,,,"Chandra X-ray Center, Operated for NASA by¬†the Smithsonian Astrophysical Observatory.¬†This site was developed with funding from NASA under contract NAS8-03060. -- Note added 6/14/13 18:54",#N/A,6/6/13 18:08
channahon.org,,,,Local,,Illinois,"Village of Channahon, IL -- Note added 7/1/14 19:28",http://www.channahon.org/,6/6/13 18:08
chanute.org,,,,Local,,Kansas,"City of Chanute, KS -- Note added 6/30/14 6:27",http://chanute.org/,6/6/13 18:08
chapinsc.com,,,,Local,,South Carolina,"chapin, sc -- Note added 8/28/15 13:21",http://www.chapinsc.com/,6/6/13 18:08
chaplinct.org,,,,Local,,Connecticut,"Town of Chaplin, CT -- Note added 12/15/14 6:18",http://www.chaplinct.org/,6/6/13 18:08
chardon.cc,,,,Local,,Ohio,"City of Chardon, OH -- Note added 3/11/14 14:39",http://www.chardon.cc/,6/6/13 18:08
charlemont-ma.us,,,,Local,,Massachusetts,"Charlemont, MA -- Note added 8/26/15 15:48",http://charlemont-ma.us/,6/6/13 18:08
charlestoncounty.org,,,,County,,South Carolina,"charleston county, sc -- Note added 8/28/15 13:21",http://www.charlestoncounty.org/,6/6/13 18:08
charlestonillinois.org,,,,Local,,Illinois,"City of Charleston, IL -- Note added 7/1/14 19:29",http://www.charlestonillinois.org/,6/6/13 18:08
charlestonutah.org,,,,Local,,Utah,"Town of Charleston, UT -- Note added 8/19/14 5:05",http://www.charlestonutah.org/,6/6/13 18:08
charlestonvt.org,,,,Local,,Vermont,"Charleston, VT -- Note added 8/13/14 5:33",http://charlestonvt.org/,6/6/13 18:08
charlestownmd.org,,,,Local,,Maryland,"Charlestown, MD -- Note added 5/27/14 1:26",http://www.charlestownmd.org/,6/6/13 18:08
charlestownri.org,,,,Local,,Rhode Island,"Town of Charlestown, RI -- Note added 6/7/13 18:32",http://www.charlestownri.org/,6/6/13 18:08
charlevoixcounty.org,,,,County,,Michigan,Charlevoix County -- Note added 9/2/15 20:30,http://charlevoixcounty.org/,6/6/13 18:08
charlottesville.org,,,,Local,,Virginia,"City of Charlottesville, VA -- Note added 5/30/14 13:59",http://charlottesville.org/,6/6/13 18:08
charlotteva.com,,,,County,,Virginia,"Charlotte County, VA -- Note added 5/30/14 14:02",http://charlotteva.com/,6/6/13 18:08
charlottevt.org,,,,Local,,Vermont,"Town of Charlotte, VT -- Note added 8/13/14 5:34",http://www.charlottevt.org/,6/6/13 18:08
charmeck.org,,,,Local,,North Carolina,"City of Charlotte and Meckleburg County, NC -- Note added 9/11/15 19:02",http://charmeck.org/Pages/default.aspx,6/6/13 18:08
chathamborough.org,,,,Local,,New Jersey,"chatham borough, NJ -- Note added 9/15/15 19:14",http://www.chathamborough.org/chatham/,6/6/13 18:08
chathamcounty.org,,,,County,,Georgia,"Chatham County, Ga -- Note added 8/25/15 14:27",http://www.chathamcounty.org/,6/6/13 18:08
chathamil.net,,,,Local,,Illinois,"Village of Chatham, IL -- Note added 7/1/14 19:30",https://www.chathamil.net/,6/6/13 18:08
chathamnc.org,,,,Local,,North Carolina,"chatham, nc -- Note added 9/11/15 19:03",http://chathamnc.org/,6/6/13 18:08
chathamnewyork.us,,,,Local,,New York,"Town of Chatham, NY -- Note added 6/17/15 17:06",http://chathamnewyork.us/,6/6/13 18:08
chathamtownship.org,,,,Local,,New Jersey,"chatham township, NJ -- Note added 9/15/15 19:15",http://chathamtownship.org/,6/6/13 18:08
chattanoogacfc.org,Combined Federal Campaign,,,Federal,,Tennessee,Greater Chattanooga Area Combined Federal Campaign (CFC) -- Note added 6/23/14 9:39,http://www.chattanoogacfc.org/13/Pages/CFC2013Main.html,6/6/13 18:08
chautauqua-ny.com,,,,Local,,New York,"Chautauqua, NY-My WordPress Blog -- Note added 6/17/15 17:10",http://chautauqua-ny.com/,6/6/13 18:08
cheboygan.org,,,,Local,,Michigan,"cheboygan, mi -- Note added 9/2/15 20:30",http://cheboygan.org/,6/6/13 18:08
cheboygancounty.net,,,,County,,Michigan,"cheboygan county, mi -- Note added 9/2/15 20:31",http://www.cheboygancounty.net/,6/6/13 18:08
chelseavt.org,,,,Local,,Vermont,"Town of Chelsea, VT -- Note added 8/13/14 5:35",http://www.chelseavt.org/,6/6/13 18:08
cheltenhamtownship.org,,,,Local,,Pennsylvania,"Cheltenham Township, PA -- Note added 7/19/13 17:28",http://cheltenhamtownship.org/,6/6/13 18:08
chemcatbio.org,Department of Energy (DOE),,,Federal,,,"ChemCatBio is a U.S. Department of Energy national lab-led research and development consortium dedicated to identifying and overcoming catalysis challenges for the conversion of biomass and waste resources into fuels, chemicals, and materials. From https://www.chemcatbio.org/, retrieved 7/5/19.",https://www.chemcatbio.org/,7/5/19 0:00
chemehuevi.net,,,,Native Sovereign Nation / Tribal,,California,"Chemehuevi Indian Tribe, Havasu Lake, CA -- Note added 7/19/13 17:32",http://chemehuevi.net/home.php,6/6/13 18:08
chemungcounty.com,,,,County,,New York,"Chemung County, NY -- Note added 6/17/15 17:11",http://www.chemungcounty.com/,6/6/13 18:08
cheraw.com,,,,Local,,South Carolina,"cheraw, sc -- Note added 8/28/15 13:22",http://cheraw.com/,6/6/13 18:08
cherokeega.com,,,,Local,,Georgia,"Cherokega, Ga -- Note added 8/25/15 14:29",http://cherokeega.com/,6/6/13 18:08
cherokeeiowa.net,,,,Local,,Iowa,"Cherokee, Ia -- Note added 8/25/15 20:04",http://cherokeeiowa.net/,6/6/13 18:08
cherokeevillage.org,,,,Local,,Arkansas,"City of Cherokee Village, AR -- Note added 7/17/13 18:11",http://cherokeevillage.org/,6/6/13 18:08
cherryhill-nj.com,,,,Local,,New Jersey,"cherryhill, nj -- Note added 9/15/15 19:15",http://cherryhill-nj.com/,6/6/13 18:08
cherryhillsvillage.com,,,,Local,,Colorado,"City of Cherry Hills Village, CO -- Note added 7/11/14 5:27",http://cherryhillsvillage.com/,6/6/13 18:08
cherryvalley.org,,,,Local,,Illinois,"Village of Cherry Valley, IL -- Note added 7/1/14 19:30",http://cherryvalley.org/,6/6/13 18:08
chesapeake-beach.md.us,,,,Local,,Maryland,"Chesapeake, MD -- Note added 5/27/14 1:28",http://www.chesapeake-beach.md.us/,6/6/13 18:08
chesapeakebay.net,,,,State,,Virginia,"Chesapeake Bay Program, Restoration of the Chesapeake Bay http://www.chesapeakebay.net -- Note added 11/20/13 16:26",http://www.chesapeakebay.net/,6/6/13 18:09
chesco.org,,,,County,,Pennsylvania,"Chester County, PA -- Note added 7/1/14 19:46",http://chesco.org/,6/6/13 18:08
cheshirect.org,,,,Local,,Connecticut,"Town of Cheshire, CT -- Note added 12/15/14 6:20",http://www.cheshirect.org/,6/6/13 18:08
chesnee.net,,,,Local,,South Carolina,"chesnee, sc -- Note added 8/28/15 13:22",http://www.cityofchesnee.org/default.asp?sec_id=180007731,6/6/13 18:08
chester.govoffice.com,,,,Local,,Vermont,"Town of Chester, VT -- Note added 3/20/14 17:57",http://www.chester.govoffice.com/,6/6/13 18:09
chesterborough.org,,,,Local,,New Jersey,"chester borough, nj -- Note added 9/15/15 19:15",http://chesterborough.org/,6/6/13 18:08
chestercity.com,,,,Local,,Pennsylvania,"Chester, PA -- Note added 7/1/14 19:48",http://www.chestercity.com,6/6/13 18:08
chesterct.org,,,,Local,,Connecticut,"Town of Chester, CT -- Note added 7/26/13 17:39",#N/A,6/6/13 18:08
chesterfield-sc.com,,,,Local,,South Carolina,"chesterfield, sc -- Note added 8/28/15 13:23",http://www.chesterfield-sc.com/,6/6/13 18:08
chesterfield.mo.us,,,,Local,,Missouri,"City of Chesterfield, MO. -- Note added 9/24/15 15:23",http://chesterfield.mo.us/,6/6/13 18:08
chesterfieldtwp.com,,,,Local,,New Jersey,"chesterfield towship, NJ -- Note added 9/15/15 19:16",http://chesterfieldtwp.com/,6/6/13 18:08
chesterfieldtwp.org,,,,Local,,Michigan,"chesterfield township, mi -- Note added 9/2/15 20:32",http://chesterfieldtwp.org/,6/6/13 18:08
chesternh.org,,,,Local,,New Hampshire,"Town of Chester, NH -- Note added 8/15/14 14:02",http://www.chesternh.org/,6/6/13 18:08
chestersc.org,,,,Local,,South Carolina,"chester, sc -- Note added 8/28/15 13:23",http://chestersc.org/,6/6/13 18:08
chestertonin.org,,,,Local,,Indiana,"Chesterton, In -- Note added 8/27/15 14:20",http://chestertonin.org/,6/6/13 18:08
chestertown.com/gov,,,,Local,,Maryland,"Chestertown, MD -- Note added 5/27/14 1:31",http://www.chestertown.com/gov/,6/6/13 18:09
chestertownship.org,,,,Local,,New Jersey,"chester township, NJ -- Note added 9/15/15 19:17",http://chestertownship.org/,6/6/13 18:08
cheviot.org,,,,Local,,Ohio,"City of Cheviot, OH -- Note added 3/11/14 14:40",http://www.cheviot.org/main.shtml,6/6/13 18:08
chevychaseview.org,,,,Local,,Maryland,"Town of Chevy Chase View, MD -- Note added 5/27/14 1:36",http://www.chevychaseview.org/,6/6/13 18:08
cheyennecity.org,,,,Local,,Wyoming,"City of Cheyenne, WY -- Note added 6/7/13 15:07",http://cheyennecity.org/,6/6/13 18:08
cheyennecounty.org,,,,County,,Kansas,"Cheyenne County, KS -- Note added 6/30/14 6:28",http://www.cheyennecounty.org/,6/6/13 18:08
chicagocfc.net,Combined Federal Campaign,,,Federal,,Illinois,Combined Federal Campaign for the Midwest -- Note added 7/1/14 19:27,http://www.chicagocfc.net/,6/6/13 18:08
chicagofed.org,Federal Reserve Board,,,Federal,,Illinois,Federal Reserve Bank of Chicago -- Note added 1/10/14 19:17,http://chicagofed.org/,1/10/14 19:17
chicagoridge.org,,,,Local,,Illinois,"Village of Chicago Ridge, IL -- Note added 7/1/14 19:32",http://chicagoridge.org/,6/6/13 18:08
chichesternh.org,,,,Local,,New Hampshire,"Town of Chichester, NH -- Note added 8/15/14 14:03",http://www.chichesternh.org/Public_Documents/index,6/6/13 18:08
chickaloon.org,,,,Native Sovereign Nation / Tribal,,,Athabascan Nation Chickaloon Village Traditional Council -- Note added 6/27/14 6:20,http://www.chickaloon.org/,6/6/13 18:08
chickasawcoia.org,,,,Local,,Iowa,"Chickasaw, Ia -- Note added 8/25/15 20:04",http://www.chickasawcoia.org/,6/6/13 18:08
chickasawcoms.com,,,,County,,Mississippi,"Chickasaw County, MS -- Note added 7/8/14 13:11",http://chickasawcoms.com/,6/6/13 18:08
chickasha.org,,,,Local,,Oklahoma,"chickashaw, ok -- Note added 8/28/15 16:30",http://chickasha.org/,6/6/13 18:08
chico.ca.us,,,,Local,,California,City of Chico website -- Note added 3/10/15 15:59,http://www.chico.ca.us/,6/6/13 18:08
chicorec.com,,,,Local,,California,"Chcio Parks & Recreation highlighting special events, classes, recreation, summer camps and more. n  -- Note added 3/10/15 16:11",http://www.chicorec.com,6/6/13 18:08
childcareaware.org,,,,Quasigovernmental,,,"Child Care Aware¬Æ, a program of Child Care Aware¬Æ of America, is partly funded by the Office of Child Care(OCC), Administration for Children and Families (ACF), U.S. Department of Health & Human Services. -- Note added 1/10/14 19:17",http://childcareaware.org/,1/10/14 19:17
childersburg.org,,,,Local,,Alabama,"City of Childersburg, AL -- Note added 6/12/13 17:27",http://childersburg.org/,6/6/13 18:08
