Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
trumanmn.us,,,,Local,,Minnesota,"City of Truman, MN -- Note added 6/10/15 12:13",http://trumanmn.us/,6/6/13 18:09
trumbauersville.org,,,,Local,,Pennsylvania,"Borough of Trumbauersville, PA -- Note added 8/15/14 13:25",http://trumbauersville.org/,6/6/13 18:09
trurotwp.org,,,,Local,,Ohio,"Township of Truro, OH -- Note added 3/28/14 17:06",http://www.trurotwp.org/,6/6/13 18:09
trussville.org,,,,Local,,Alabama,"City of Trussville, AL -¬†http://www.trussville.org/ -- Note added 7/17/13 13:15",http://trussville.org/,6/6/13 18:09
tsa-wa.org,,,,State,,Washington,Washington State Tobacco Settlement Authority -- Note added 4/8/14 18:29,http://www.tsa-wa.org/,6/6/13 18:09
ttosc.org,,,,Local,,Minnesota,"Town of Silver Creek, MN -- Note added 6/2/15 2:07",http://www.ttosc.org/,6/6/13 18:09
tuckertonborough.com,,,,Local,,New Jersey,"tuckerton borough, nj -- Note added 9/16/15 19:22",http://tuckertonborough.com/,6/6/13 18:09
tuftonboro.org,,,,Local,,New Hampshire,"Town of Tuftonboro, NH -- Note added 8/15/14 14:04",http://www.tuftonboro.org/pages/index,6/6/13 18:09
tulsacouncil.org,,,,Local,,Oklahoma,"tulsa city council website, ok -- Note added 8/28/15 18:30",http://tulsacouncil.org/,6/6/13 18:09
tulsacounty.org,,,,County,,Oklahoma,"Tulsa County, OK -- Note added 8/2/13 14:56",http://www.tulsacounty.org/Tulsacounty/default.aspx,6/6/13 18:09
tunicabiloxi.org,,,,Native Sovereign Nation / Tribal,,Louisiana,"Tunica-Biloxi Tribe of Louisiana (Marksville, LA) -- Note added 8/26/13 17:59",#N/A,6/6/13 18:09
tunicacounty.com,,,,County,,Mississippi,"Tunica County, MS -- Note added 7/28/14 14:54",http://tunicacounty.com/portal/,6/6/13 18:09
tunkboro.com,,,,Local,,Pennsylvania,"Tunkhannock Borough, PA -- Note added 10/2/14 17:51",http://tunkboro.com/,6/6/13 18:09
turnermaine.com,,,,Local,,Maine,"turner, maine -- Note added 8/27/15 20:14",http://www.turnermaine.com/,6/6/13 18:09
tuscaloosa.com,,,,Local,,Alabama,"City of Tuscaloosa, AL -- Note added 6/12/13 17:31",http://www.tuscaloosa.com/,6/6/13 18:08
tuscaroratwp.com,,,,Local,,Michigan,"tuscarora township, mi -- Note added 9/3/15 16:18",http://www.tuscaroratwp.com/,6/6/13 18:09
tuscco.com,,,,County,,Alabama,"Tuscaloosa County, AL -- Note added 7/17/13 13:16",http://www.tuscco.com/,6/6/13 18:09
tuscolacounty.org,,,,County,,Michigan,"tuscola county, mi -- Note added 9/3/15 16:18",http://www.tuscolacounty.org/,6/6/13 18:09
tva.com,Tennessee Valley Authority,,Website - open to public,Federal,,,Tennessee Valley Authority -- Note added 12/12/13 20:38,http://www.tva.com/,12/12/13 20:35
tvaed.com,Tennessee Valley Authority,,Unused,Federal,,,Tennessee Valley Authority (TVA) Economic Development -- Note added 12/12/13 20:34,http://tvaed.com/,12/12/13 20:34
tvars.com,Tennessee Valley Authority,,Website - open to public,Federal,,,Tennessee Valley Authority Retirement System -- Note added 1/2/14 20:28,http://tvars.com/,1/2/14 20:28
twiggscounty.us,,,,County,,Georgia,"Twiggs County, Ga -- Note added 8/25/15 16:14",http://twiggscounty.us/,6/6/13 18:09
twinfallscounty.org,,,,County,,Idaho,"Twin Falls County, ID -- Note added 7/5/13 19:00",http://www.twinfallscounty.org/,6/6/13 18:09
twinmountain.com,,,,Local,,New Hampshire,"twin mountain, nh -- Note added 9/2/15 19:43",http://twinmountain.com/,6/6/13 18:09
twinsburgtwp.com,,,,Local,,Ohio,"Township of Twinsburg, OH -- Note added 3/28/14 17:08",http://www.twinsburgtwp.com/,6/6/13 18:09
twinvalley.govoffice.com,,,,Local,,Minnesota,"City of Twin Valley, MN -- Note added 6/2/15 2:09",http://www.twinvalley.govoffice.com/,6/6/13 18:09
two-rivers.org,,,,Local,,Wisconsin,"City of Two Rivers, WI -- Note added 1/17/14 15:35",http://www.two-rivers.org/,6/6/13 18:08
twp.antrim.pa.us,,,,Local,,Pennsylvania,"Antrim Township, PA -- Note added 10/2/14 17:53",http://www.twp.antrim.pa.us/,6/6/13 18:09
twp.berkeley.nj.us,,,,Local,,New Jersey,"township of berkeley, nj -- Note added 9/16/15 19:23",http://twp.berkeley.nj.us/index.aspx,6/6/13 18:09
twp.bethel.pa.us,,,,Local,,Pennsylvania,"Bethel Township, PA -- Note added 8/14/14 14:10",http://twp.bethel.pa.us/,6/6/13 18:09
twp.brick.nj.us,,,,Local,,New Jersey,"Township of Brick, NJ -- Note added 8/14/14 14:11",http://twp.brick.nj.us/,6/6/13 18:09
twp.burlington.nj.us,,,,Local,,New Jersey,"Burlington Township, NJ -- Note added 8/14/14 14:11",http://twp.burlington.nj.us/,6/6/13 18:09
twp.cranberry.pa.us,,,,Local,,Pennsylvania,"Cranberry Township, PA -- Note added 6/6/13 18:09",http://twp.cranberry.pa.us/,6/6/13 18:09
twp.fairview.pa.us,,,,Local,,Pennsylvania,"Fairview Township, PA -- Note added 8/14/14 14:19",http://twp.fairview.pa.us/,6/6/13 18:09
twp.ferguson.pa.us,,,,Local,,Pennsylvania,"Ferguson Township, PA -- Note added 8/14/14 14:20",http://www.twp.ferguson.pa.us/,6/6/13 18:09
twp.fredon.nj.us,,,,Local,,New Jersey,"Township of Fredon, NJ -- Note added 7/23/14 16:15",http://twp.fredon.nj.us/,6/6/13 18:09
twp.freehold.nj.us,,,,Local,,New Jersey,"Freehold Township, NJ -- Note added 8/14/14 14:21",http://twp.freehold.nj.us/,6/6/13 18:09
twp.howell.nj.us,,,,Local,,New Jersey,"Howell Township, NJ -- Note added 8/14/14 14:28",http://www.twp.howell.nj.us/,6/6/13 18:09
twp.lakewood.nj.us,,,,Local,,New Jersey,"township lakewood, nj -- Note added 9/16/15 19:23",http://twp.lakewood.nj.us/,6/6/13 18:09
twp.lancaster.pa.us,,,,Local,,Pennsylvania,"Lancaster Township, PA -- Note added 10/2/14 18:00",http://www.twp.lancaster.pa.us/,6/6/13 18:09
twp.maplewood.nj.us,,,,Local,,New Jersey,"township of maplewood, nj -- Note added 9/16/15 19:23",http://twp.maplewood.nj.us/,6/6/13 18:09
twp.marshall.pa.us,,,,Local,,Pennsylvania,"Marshall Township, PA -- Note added 10/2/14 18:02",http://twp.marshall.pa.us/,6/6/13 18:09
twp.millburn.nj.us,,,,Local,,New Jersey,"township millburn, nj -- Note added 9/16/15 19:24",http://twp.millburn.nj.us/,6/6/13 18:09
twp.newtown.pa.us,,,,Local,,Pennsylvania,"Newtown Township, PA -- Note added 10/2/14 18:03",http://twp.newtown.pa.us/,6/6/13 18:09
twp.pennsauken.nj.us,,,,Local,,New Jersey,"township of pennsauken, nj -- Note added 9/16/15 19:24",http://twp.pennsauken.nj.us/,6/6/13 18:09
twp.pine.pa.us,,,,Local,,Pennsylvania,"Pine Township, PA -- Note added 10/2/14 18:05",http://twp.pine.pa.us/,6/6/13 18:09
twp.stafford.nj.us,,,,Local,,New Jersey,"Stafford Township, NJ -- Note added 1/14/14 13:31",http://twp.stafford.nj.us/,6/6/13 18:09
twp.washington.nj.us,,,,Local,,New Jersey,"Washington Township, nj -- Note added 9/16/15 19:25",http://twp.washington.nj.us/,6/6/13 18:09
twp.woodbridge.nj.us,,,,Local,,New Jersey,"township of woodbridge, nj -- Note added 9/16/15 19:25",http://twp.woodbridge.nj.us/,6/6/13 18:09
twpofwashington.us,,,,Local,,New Jersey,"township of washington, nj -- Note added 9/16/15 19:26",http://www.twpofwashington.us/default.asp?sec_id=180006394,6/6/13 18:09
twpusc.org,,,,Local,,Pennsylvania,"Upper St. Clair Township, PA -- Note added 10/2/14 18:08",http://www.twpusc.org/,6/6/13 18:09
txlottery.org,,,,State,,Texas,Texas Lottery -- Note added 6/12/13 14:26,#N/A,6/6/13 18:09
tyler.govoffice.com,,,,Local,,Minnesota,"City of Tyler, MN -- Note added 6/2/15 2:10",http://www.tyler.govoffice.com/,6/6/13 18:09
tyrone.org,,,,Local,,Georgia,"Town of Tyrone, Ga -- Note added 8/25/15 16:15",http://tyrone.org/,6/6/13 18:09
tyroneboropa.com,,,,Local,,Pennsylvania,"Tyrone Borough, PA -- Note added 10/2/14 18:09",http://www.tyroneboropa.com/,6/6/13 18:09
uaex.edu,,,,State,,Arkansas,"University of Arkansas, Division of AgricultureResearch & Extension, University of Arkansas System Arkansas Cooperative Extension Service -- Note added 12/10/14 7:11",http://uaex.edu/,6/6/13 18:09
uaf.edu/ces/,,,,State,,Alaska,University of Alaska Fairbanks Cooperative Extension Service -- Note added 6/7/13 16:34,http://uaf.edu/ces/,6/7/13 16:34
uaoh.net,,,,Local,,Ohio,"City of Upper Arlington, OH -- Note added 3/28/14 17:11",http://uaoh.net/,6/6/13 18:09
ucnj.com,,,,Local,,New Jersey,"Union City, nj -- Note added 9/16/15 19:27",http://www.ucnj.com/,6/6/13 18:09
ucnj.org,,,,County,,New Jersey,"union county, nj -- Note added 9/16/15 19:27",http://ucnj.org/,6/6/13 18:09
uctp.org,,,,Native Sovereign Nation / Tribal,,Puerto Rico,"United Confederation of Taino People is a regional tribal council based in New York, NY -- Note added 6/12/13 15:28",#N/A,6/12/13 15:28
uidaho.edu/extension,,,,State,,Idaho,University of Idaho Extension -- Note added 7/8/13 14:29,http://www.uidaho.edu/extension,6/6/13 18:08
uintacounty.com,,,,County,,Wyoming,"Uinta County, WY -- Note added 7/23/14 5:38",http://www.uintacounty.com/,6/6/13 18:09
umatilla-city.org,,,,Local,,Oregon,"City of Umatilla, OR -- Note added 6/20/14 6:58",http://umatilla-city.org/,6/6/13 18:09
umtownship.org,,,,Local,,Pennsylvania,"Upper Merion Township, PA -- Note added 10/2/14 18:12",http://umtownship.org/,6/6/13 18:09
unalaska-ak.us,,,,Local,,Alaska,"City of Unalaska, AK -- Note added 6/7/13 14:48",http://www.ci.unalaska.ak.us/,6/6/13 18:09
underwoodia.com,,,,Local,,Iowa,"City of Underwood, Ia -- Note added 8/26/15 13:57",http://underwoodia.com/,6/6/13 18:09
union-county.org,,,,County,,Oregon,"Union County, OR -- Note added 6/20/14 6:52",http://union-county.org/,6/6/13 18:09
unionbeach.net,,,,Local,,New Jersey,"union beach, nj -- Note added 9/16/15 19:28",http://www.ubnj.net/ubnj/,6/6/13 18:09
unioncityga.org,,,,Local,,Georgia,"Uniopn City, Ga -- Note added 8/25/15 16:16",http://unioncityga.org/,6/6/13 18:09
unioncountypa.org,,,,County,,Pennsylvania,"Union County, PA -- Note added 10/2/14 18:13",http://unioncountypa.org/,6/6/13 18:09
uniontown.us,,,,Local,,Washington,"Uniontown, WA -- Note added 11/12/14 6:34",http://uniontown.us/,6/6/13 18:09
uniontownship.com,,,,Local,,New Jersey,"union township, nj -- Note added 9/16/15 19:28",http://uniontownship.com/,6/6/13 18:09
uniontwp-hcnj.org,,,,Local,,New Jersey,"township of union, nj -- Note added 9/16/15 19:28",http://www.uniontwp-hcnj.gov/index.html,6/6/13 18:09
unityme.org,,,,Local,,Maine,"unity, me -- Note added 8/27/15 20:14",http://unityme.org/,6/6/13 18:09
university-park-il.com,,,,Local,,Illinois,"Village of University Park, IL -- Note added 7/3/14 17:58",http://university-park-il.com/,6/6/13 18:09
universityheights.com,,,,Local,,Ohio,"City of University Heights, OH -- Note added 3/28/14 17:13",http://www.universityheights.com/,6/6/13 18:09
uplandboro.org,,,,Local,,Pennsylvania,"Upland Borough, PA -- Note added 10/2/14 18:15",http://uplandboro.org/welcome/,6/6/13 18:09
uplandpl.lib.ca.us,,,,Local,,California,"City of Upland, CA -- Note added 7/26/13 16:19",#N/A,6/6/13 18:09
upmd.org,,,,Local,,Maryland,"Town of University Park, MD -- Note added 5/27/14 4:43",http://www.upmd.org/,6/6/13 18:09
upperdarby.org,,,,Local,,Pennsylvania,"Upper Darby Township, PA -- Note added 10/2/14 18:16",http://upperdarby.org/,6/6/13 18:09
upperdeerfield.com,,,,Local,,New Jersey,"Township of¬†Upper Deerfield, NJ -- Note added 8/26/13 18:01",http://upperdeerfield.com/,6/6/13 18:09
upperdublin.net,,,,Local,,Pennsylvania,"Upper Dublin Township, PA -- Note added 10/2/14 18:28",http://www.upperdublin.net/,6/6/13 18:09
uppergwynedd.org,,,,Local,,Pennsylvania,"Upper Gwynedd Township, PA -- Note added 10/2/14 18:29",http://uppergwynedd.org/,6/6/13 18:09
upperhanovertownship.org,,,,Local,,Pennsylvania,"Upper Hanover Township, PA -- Note added 10/2/14 18:30",http://upperhanovertownship.org/,6/6/13 18:09
uppermac.org,,,,Local,,Pennsylvania,"Upper Macungie Township, PA -- Note added 10/2/14 18:32",http://www.uppermac.org/,6/6/13 18:09
uppermoreland.org,,,,Local,,Pennsylvania,"Upper Moreland Township, PA -- Note added 10/2/14 18:34",http://uppermoreland.org/,6/6/13 18:09
upperpittsgrovenj.org,,,,Local,,New Jersey,"upper pittsgrove, nj -- Note added 9/16/15 19:29",http://upperpittsgrovenj.org/,6/6/13 18:09
upperpottsgrovetownship.org,,,,Local,,Pennsylvania,"Upper Pottsgrove Township, PA -- Note added 10/2/14 18:35",http://upperpottsgrovetownship.org/,6/6/13 18:09
upperprovidence.org,,,,Local,,Pennsylvania,"Upper Providence Township, PA -- Note added 10/2/14 18:36",http://upperprovidence.org/,6/6/13 18:09
uppersaucon.org,,,,Local,,Pennsylvania,"Upper Saucon Township, PA -- Note added 10/2/14 18:37",http://uppersaucon.org/,6/6/13 18:09
uppertownship.com,,,,Local,,New Jersey,"upper township, nj -- Note added 9/16/15 19:29",http://uppertownship.com/index.php?lang=en,6/6/13 18:09
uprov-montco.org,,,,Local,,Pennsylvania,"Upper Providence Township, PA -- Note added 10/2/14 18:38",http://www.uprov-montco.org/,6/6/13 18:09
upshurcounty.org,,,,County,,West Virginia,"Upshur County, WV -- Note added 3/31/14 13:40",http://upshurcounty.org/home.html,6/6/13 18:09
urbanaillinois.us,,,,Local,,Illinois,"City of Urbana, IL -- Note added 7/3/14 17:58",http://urbanaillinois.us/,6/6/13 18:09
urbanaohio.com,,,,Local,,Ohio,"City of Urbana, OH -- Note added 3/28/14 17:15",http://urbanaohio.com/,6/6/13 18:09
urbandale.org,,,,Local,,Iowa,"Urbandale, IA -- Note added 8/26/15 14:00",http://urbandale.org/,6/6/13 18:09
us-china-cerc.org,,,,Quasigovernmental,,,U.S.-China Clean Energy Research Center (CERC) -- Note added 1/29/14 17:07,http://www.us-china-cerc.org/,1/29/14 17:06
us-mission.ch,Department of State (DOS),,Unused,Federal,,,US Mission Geneva (mirror website at http://geneva.usmission.gov/) -- Note added 6/26/13 16:51,#N/A,6/6/13 18:09
usafa.edu,Department of the Air Force,,Website - open to public,Federal,,,United States Air Force Academy -- Note added 1/23/14 15:35,#N/A,1/23/14 15:34
usagbank.com,,,,Local,,,"U.S. AgBank is now CoBank. On Jan. 1, 2012, CoBank merged with U.S. AgBank. -- Note added 6/26/13 16:52",#N/A,6/6/13 18:09
usalearns.org,,,,"Level unclear, see note",,California,"Initial funding for U.S.A. Learns was provided by the U.S. Department of Education. Additional funding for U.S.A. Learns was made available by the California Department of Education, Office of Adult Education. The Sacramento County Office of Education retains full ownership rights for the U.S.A. Learns Web site. -- Note added 1/10/14 19:17",http://usalearns.org/,1/10/14 19:17
usarmyjrotc.com,Department of the Army,,Website - open to public,Federal,,,Requires 'www' to resolve. -- Note added 3/24/14 16:24,http://www.usarmyjrotc.com/,1/10/14 19:17
usarmymars.org,US Army Network Enterprise Technology Command,,Website - open to public,Federal,,,"Requires www. About Army MARS  The U.S. Army Military Auxiliary Radio System (AMARS) is an elite group of dedicated citizen volunteers who support the Department of Defense (DoD) in a variety of circumstances, including complex catastrophes and cyber denied or impaired conditions.  MARS is a DoD program that trains, organizes and tasks volunteer Amateur Radio operators.  From http://www.usarmymars.org/home/history-of-mars -- Note added 11/1/17 18:39",http://www.usarmymars.org/,11/1/17 18:39
uscga.edu,U.S. Coast Guard,,,Federal,,,United States Coast Guard Academy -- Note added 11/10/15 16:29,http://uscga.edu/,11/10/15 16:29
USCGAlaska.com,U.S. Coast Guard,,,Federal,,,"17th Coast Guard District, Alaska, US Department of Homeland Security -- Note added 7/23/14 15:23",http://www.uscgalaska.com/,6/6/13 18:09
uscgaux.info,U.S. Coast Guard Auxiliary,,Unused,Federal,,,"""You have reached a site that is not currently available!"" -DPM 11/15/2022. www.uscgaux.info now directs to cgaux.org. This entry included for the pattern *uscgaux.info, which includes some subdomains, such as those at https://www.google.com/search?q=site%3Auscgaux.info  -- Note added 1/7/14 16:56",http://www.uscgaux.info,6/6/13 18:09
uscgboating.org,U.S. Coast Guard,,,Federal,,,U.S. Coast Guard's Boating Safety Division -- Note added 6/14/13 20:01,#N/A,6/6/13 18:09
uscgnews.com,U.S. Coast Guard,,,Federal,,,Coast Guard's Digital Newsroom I US Coast Guard I Department of Homeland Security -- Note added 6/6/13 18:09,http://www.uscgnews.com/go/site/4007/,6/6/13 18:09
uschs.org,U.S. Capitol Historical Society,,Website - open to public,Quasigovernmental,,,United States Capitol Historical Society -- Note added 8/2/13 16:31,#N/A,8/2/13 16:30
usda.mannlib.cornell.edu,Department of Agriculture (USDA),,,Federal,,,"USDA Economics, Statistics and Market Information System (ESMIS)¬†is a collaborative project between Albert R. Mann Library at Cornell University and several agencies of the U.S. Department of Agriculture -- Note added 6/12/13 18:43",#N/A,6/6/13 18:09
USDirectExpress.com,Bureau of Fiscal Service,,Website - open to public,Federal,,,"Direct Express is designed for people who receive federal benefits such as Social Security and Supplemental Security Income (SSI). No bank account is required. U.S. Department of the Treasury, Financial Management Service. See http://fms.treas.gov/directexpresscard/index.html -- Note added 12/16/14 19:05",https://www.usdirectexpress.com/edcfdtclient/index.html#,7/1/13 14:08
usembassy-china.org.cn,Department of State (DOS),,Unused,Federal,,,"usembassy-china.org.cn pattern for the Embassy of the United States in China. Includes sites such as http://chinese.usembassy-china.org.cn, http://beijing.usembassy-china.org.cn, and http://shenyang.usembassy-china.org.cn. See https://www.google.com/search?q=site%3Ausembassy-china.org.cn for a more complete list of subdomains. -- Note added 7/23/14 15:24",#N/A,6/6/13 18:08
user.camtel.net/cameron/public,,,,County,,Louisiana,"Cameron Parish, LA -- Note added 8/24/15 15:29",http://www.parishofcameron.net/,6/6/13 18:09
ushmm.org,,,,Quasigovernmental,,District of Columbia,United States Holocaust Memorial Museum -- Note added 6/26/13 16:57,http://www.ushmm.org/,6/6/13 18:09
usip.org,,,,Quasigovernmental,,,"The United States Institute of Peace Act, passed by the Congress and signed into law in 1984, established the Institute as a publicly funded national institution chartered to 'serve the American people and the federal government through the widest possible range of education and training, basic and applied research opportunities, and peace information services on the means to promote international peace and the resolution of conflicts among the nations and peoples of the world without recourse to violence.' -- Note added 6/26/13 16:59",http://www.usip.org/,6/6/13 18:09
usma.edu,Department of the Army,,Redirect,Federal,,,Redirects to https://www.westpoint.edu/. -DPm 11/17/22. United States Military Academy (Army) - West Point -- Note added 1/23/14 15:25,http://www.usma.edu/SitePages/Home.aspx,1/23/14 15:25
usmc-mccs.org,U.S. Marine Corps,,Website - open to public,Federal,,,U.S. Marine Corps Community Services (MCCS) -- Note added 4/3/14 14:37,http://usmc-mccs.org/,10/28/13 11:58
usmcu.edu,Marine Corps University,,Website - open to public,Federal,,,Requires www. Marine Corps University. -DPM 11/17/22. Library of the Marine Corps -- Note added 4/3/14 19:18,http://guides.grc.usmcu.edu/,4/3/14 19:17
usmma.edu,United States Merchant Marine Academy,,Website - open to public,Federal,,,"Requires www. -DPM 11/17/22. United States Merchant Marine Academy, U.S. Department of Transportation -- Note added 3/24/14 16:22",http://www.usmma.edu/,1/23/14 15:31
usna.edu,United States Naval Academy,,Website - open to public,Federal,,,United States Naval Academy (Navy and Marine Corps) - Annapolis -- Note added 1/23/14 15:29,http://www.usna.edu/homepage.php,1/23/14 15:27
uso.org,,,,Quasigovernmental,,,"The United Service Organizations Inc. is a nonprofit organization that provides programs, services and live entertainment to United States troops and their families. -- Note added 6/14/13 20:04",#N/A,6/6/13 18:09
uspreventiveservicestaskforce.org,Department of Health and Human Services,,,Quasigovernmental,,,"U.S. Preventive Services Task Force - The USPSTF is an independent panel of non-Federal experts in prevention and evidence-based medicine. The USPSTF conducts scientific evidence reviews of a broad range of clinical preventive health care services (such as screening, counseling, and preventive medications) and develops recommendations for primary care clinicians and health systems. These recommendations are published in the form of 'Recommendation Statements.' -- Note added 6/26/13 17:01",#N/A,6/6/13 18:09
usps.com,U.S. Postal Service,,Website - open to public,Federal,,,US Postal Service -- Note added 6/26/13 17:02,https://www.usps.com/,6/6/13 18:09
usrtoday.org,,,,Local,,New Jersey,"Borough of Upper Saddle River, nj -- Note added 9/16/15 19:30",http://www.usrtoday.org/,6/6/13 18:09
ustraveldocs.com,Department of State (DOS),,Website - open to public,Federal,,,"Website managed by CGI Federal for the Department of State's US visa application. For example, this site is linking to from https://nz.usembassy.gov/visas/visa-information-services/ for visitors to make online appointments. -- Note added 11/3/15 16:11",http://www.ustraveldocs.com/,11/3/15 16:09
usu.edu/beetle,U.S. Forest Service (USFS),,Website - open to public,Federal,,,"Bark Beetle Research, Forest Service, US Department of Agriculture -- Note added 6/26/13 17:04",#N/A,6/6/13 18:09
usuhs.edu,Uniformed Services University of the Health Services,,Website - open to public,Federal,,,Uniformed Services University of the Health Sciences -- Note added 1/27/14 11:55,http://www.usuhs.edu/,1/27/14 11:55
usviber.org,,,,State,,Virgin Islands,U.S. Virgin Islands Bureau of Economic Research -- Note added 8/18/14 14:14,http://www.usviber.org/,8/18/14 14:14
usvieda.org,,,,State,,Virgin Islands,U.S. Virgin Islands Economic Development Authority -- Note added 8/18/14 14:12,http://www.usvieda.org/,8/18/14 14:11
utelake.com,,,,Local,,New Mexico,"Village of Logan, NM -- Note added 7/16/14 5:48",http://www.utelake.com/,6/6/13 18:09
utemountainutetribe.com,,,,Native Sovereign Nation / Tribal,,Colorado,"Ute Mountain, Ute Tribe, Towaoc, Colorado -- Note added 11/9/15 20:24",http://www.utemountainutetribe.com/,6/6/13 18:09
uticane.com,,,,Local,,Nebraska,"Village of Utica, NE -- Note added 12/6/13 19:03",http://www.uticane.com/,12/6/13 19:03
uvec.org,,,,Regional,,Maine,The Upper Valley Economic Council   -- Note added 8/27/15 20:15,http://uvec.org/home.aspx,6/6/13 18:09
uvm.edu/extension,,,,State,,Vermont,University of Vermont Extension -- Note added 8/18/14 5:33,http://www.uvm.edu/extension/,6/6/13 18:09
uwchlan.com,,,,Local,,Pennsylvania,"Uwchlan Township, PA -- Note added 10/2/14 18:39",http://uwchlan.com/,6/6/13 18:09
uwex.edu,,,,State,,Wisconsin,University of Wisconsin-Extension -- Note added 8/12/14 5:36,http://www.uwex.edu/,6/6/13 18:09
uwyo.edu/CES,,,,State,,Wyoming,University of Wyoming Cooperative Extension Service -- Note added 7/23/14 5:39,http://www.uwyo.edu/ces/,6/6/13 18:09
va-src.org,,,,State,,Virginia,Virginia State Rehabilitation Council (SRC) -- Note added 8/27/15 14:12,http://va-src.org/,8/27/15 14:11
vaao.org,,,,State,,Virginia,"The Virginia Association of Assessing Officers is a professional organization of assessors and appraisers from state and local governments throughout the Commonwealth. The organization's mission is to improve assessment standards, disseminate information on assessment practices, and provide continuing education to its members. -- Note added 7/11/14 18:56",http://vaao.org/,6/6/13 18:09
vaboard.org,,,,State,,Virginia,Virginia Board for People with Disabilities -- Note added 7/11/14 18:57,http://vaboard.org/,6/6/13 18:09
vacni.org,,,,State,,Virginia,Virginia Commonwealth Neurotrauma Initiative (CNI) Trust Fund -- Note added 9/3/15 11:28,http://vacni.org/,9/3/15 11:27
vadars.org,,,,State,,Virginia,Virginia Department for Aging and Rehabilitative Services -- Note added 8/27/15 14:22,http://vadars.org/,8/27/15 14:21
vadrs.org,,,,State,,Virginia,Virginia Department for Aging and Rehabilitative Services -- Note added 6/6/13 18:09,http://vadrs.org/,6/6/13 18:09
vadsa.org,,,,State,,Virginia,Virginia Disability Services Agencies -- Note added 7/14/14 16:54,http://vadsa.org/,6/6/13 18:09
vafire.com,,,,State,,Virginia,Virginia Department of Fire Programs -- Note added 6/12/13 18:15,http://vafire.com/,6/6/13 18:09
vah.com,,,,Local,,Illinois,"Village of Arlington Heights, IL -- Note added 7/3/14 17:59",http://www.vah.com/,6/6/13 18:09
valders.org,,,,Local,,Wisconsin,"Village of Valders, WI -- Note added 8/12/14 5:35",http://valders.org/,6/6/13 18:09
valdostacity.com,,,,Local,,Georgia,"Valdosta, Ga -- Note added 8/25/15 16:16",http://valdostacity.com/,6/6/13 18:09
valleycenterks.org,,,,Local,,Kansas,"Valley Center, KS -- Note added 6/6/13 18:09",http://valleycenterks.org/,6/6/13 18:09
valleycity.us,,,,Local,,North Dakota,"City of Valley City, ND -- Note added 12/6/13 16:06",http://www.valleycity.us/,6/6/13 18:08
valleyne.org,,,,Local,,Nebraska,"City of Valley, NE -- Note added 12/9/13 18:42",http://valleyne.org/,6/6/13 18:09
valleyview.net,,,,Local,,Ohio,"Village of Valley View, OH -- Note added 3/28/14 17:17",http://www.valleyview.net/,6/6/13 18:09
valottery.com,,,,State,,Virginia,Virginia Lottery -- Note added 6/12/13 14:27,http://valottery.com/,6/6/13 18:09
valp.org,,,,Local,,Florida,"City of Valparaiso, FL -- Note added 7/6/15 16:38",http://valp.org/,6/6/13 18:09
valuworld.com/usa/wi/supermall/County/Columbia/cambria/cambriawisconsin,,,,Local,,Wisconsin,"Village of Cambria, WI -- Note added 7/23/14 15:26",http://valuworld.com/usa/wi/supermall/County/Columbia/cambria/cambriawisconsin/homepage.html,6/6/13 18:09
valuworld.com/usa/wi/supermall/County/Columbia/scott/townscott/,,,,Local,,Wisconsin,"Town of Scott, WI -- Note added 8/6/14 5:58",http://www.valuworld.com/usa/wi/supermall/County/Columbia/scott/townscott/index.htm,6/6/13 18:08
vanburen-mi.org,,,,Local,,Michigan,"vanburen, mi -- Note added 9/3/15 16:19",http://www.vanburen-mi.org/,6/6/13 18:09
vancecounty.org,,,,County,,North Carolina,"vance county, NC -- Note added 9/15/15 18:46",http://www.vancecounty.org/,6/6/13 18:09
vanderburghgov.org,,,,County,,Indiana,"evansville and vanderburgh Counties, In -- Note added 8/27/15 15:01",http://vanderburghgov.org/,6/6/13 18:09
vanwert.org,,,,Local,,Ohio,"City of Van Wert, OH -- Note added 3/28/14 17:18",http://www.vanwert.org/,6/6/13 18:09
vanwertcounty.org,,,,County,,Ohio,"County of Van Wert, OH -- Note added 3/28/14 17:21",http://vanwertcounty.org/,6/6/13 18:09
varetire.org,,,,Local,,Virginia,The Virginia Retirement System administers pension plans and other benefits for Virginia's public sector employees covered under VRS. -- Note added 7/11/14 19:04,http://varetire.org/,6/6/13 18:09
varnville.org,,,,Local,,South Carolina,"varnville, sc -- Note added 8/28/15 16:20",http://www.varnville.sc.gov/Pages/default.aspx,6/6/13 18:09
vasc.org/erc,National Aeronautics and Space Administration,,Website - open to public,Federal,,,Educator Resource Center for NASA Langley Research Center -- Note added 6/26/13 17:05,#N/A,6/6/13 18:09
vasilc.org,,,,State,,Virginia,Virginia Statewide Independent Living Council -- Note added 9/3/15 11:14,http://vasilc.org/,9/3/15 11:14
vassalboro.net,,,,Local,,Maine,"vassalboro, me -- Note added 8/27/15 20:16",http://vassalboro.net/,6/6/13 18:09
vats.org,,,,State,,Virginia,Virginia Assistive Technology System -- Note added 7/11/14 19:06,http://vats.org/,6/6/13 18:09
