Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added
arizonalottery.com,,State Government,Arizona,accepted term,Arizona lottery -- Note added 11/18/13 15:03,http://www.arizonalottery.com,6/6/13 18:08
arizonaworkforceconnection.com,,State Government,Arizona,accepted term,"Arizona's Workforce Connection!, a website of the Governor's Council on Workforce Policy developed to provide easy access to the workforce development system in Arizona. -- Note added 11/18/13 15:13",http://www.arizonaworkforceconnection.com/,6/6/13 18:08
ark-ives.com,,State Government,Arkansas,accepted term,"Arkansas History Commission, a division of the Arkansas Department of Parks and Tourism -- Note added 12/10/14 6:32",http://www.ark-ives.com/,6/6/13 18:08
arkansas.com,,State Government,Arkansas,accepted term,Travel and Tourism Site for Arkansas -- Note added 6/6/13 19:23,http://www.arkansas.com/,6/6/13 19:11
arkansasctf.org,,State Government,Arkansas,accepted term,Arkansas Children's Trust Fund -- Note added 7/17/13 16:07,http://www.arkansasctf.org/,6/6/13 18:08
arkansased.org,,State Government,Arkansas,accepted term,Arkansas Department of Education -- Note added 12/10/14 6:56,http://www.arkansased.org/,6/6/13 18:08
arkansasedc.com,,State Government,Arkansas,accepted term,Arkansas Economic Development Coorporation (AEDC) -- Note added 1/24/14 14:36,http://arkansasedc.com/,1/24/14 14:36
arkansasethics.com,,State Government,Arkansas,accepted term,Arkansas Ethics Commission -- Note added 7/17/13 16:13,http://arkansasethics.com/,6/6/13 18:08
arkidsfirst.com,,State Government,Arkansas,accepted term,"ARKids First health insurance, Arkansas Department of Human Services -- Note added 1/10/14 19:17",http://arkidsfirst.com/home.htm,1/10/14 19:17
arlpc.org,,State Government,Arkansas,accepted term,Arkansas Livestock and Poultry Commission -- Note added 7/17/13 16:14,http://www.arlpc.org/index.asp,6/6/13 18:08
armedicalboard.org,,State Government,Arkansas,accepted term,Arkansas State Medical Board -- Note added 7/17/13 17:16,http://armedicalboard.org/,6/6/13 18:08
aroptometry.org,,State Government,Arkansas,accepted term,Arkansas State Board of Optometry -- Note added 11/18/13 15:44,http://www.aroptometry.org/,6/6/13 18:08
arptb.org,,State Government,Arkansas,accepted term,Arkansas State Board of Physical Therapy -- Note added 11/18/13 15:45,http://www.arptb.org/,6/6/13 18:08
asbca.org,,State Government,Arkansas,accepted term,Arkansas State Board of Collection Agencies -- Note added 11/18/13 15:45,http://www.asbca.org/,6/6/13 18:08
asdd.com,,State Government,Alabama,accepted term,"Alabama State Port Authority, Mobile, AL -- Note added 6/12/13 17:16",http://asdd.com/,6/6/13 18:08
asgteo.com,,State Government,American Samoa,accepted term,American Samoa Territorial Energy Office -- Note added 6/7/13 14:55,http://asgteo.com/,6/7/13 14:54
askpsc.com,,State Government,New York,accepted term,New York State Public Service Commission’s Consumer Web Site -- Note added 1/10/14 19:17,http://www.askpsc.com/,1/10/14 19:17
asmdc.org,,State Government,California,accepted term,"California State Assembly Democratic Caucus, State of California -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
atlfa.org,,State Government,Virginia,accepted term,Assistive Technology Loan Fund Authority. The authority offers low interest loans for a variety of special equipment to eligible applicants. See the establishing law at http://law.lis.virginia.gov/authorities/assistive-technology-loan-fund-authority-atlfa  -- Note added 7/23/14 15:46,http://atlfa.org/,6/6/13 18:08
azbbhe.us,,State Government,Arizona,accepted term,Arizona Board of Behavioral Health Examiners -- Note added 12/11/13 13:50,http://azbbhe.us/,6/6/13 18:08
azcommerce.com,,State Government,Arizona,accepted term,Arizona Commerce Authority -- Note added 12/11/13 13:50,http://www.azcommerce.com/,6/6/13 18:08
azdentalboard.us,,State Government,Arizona,accepted term,Arizona State Board of Dental Examiners -- Note added 12/11/13 13:50,http://azdentalboard.us/,6/6/13 18:08
azstateparks.com,,State Government,Arizona,accepted term,Arizona State Parks -- Note added 12/11/13 13:51,http://azstateparks.com/,6/6/13 18:08
battleshipnc.com,,State Government,North Carolina,accepted term,"USS North Carolina Battleship, North Carolina Department of Cultural Resources -- Note added 3/20/14 17:19",http://battleshipnc.com/,7/24/13 16:11
baxterestates.org,,State Government,New York,accepted term,"Village of Baxter Estates, Port Washington, NY -- Note added 6/8/15 12:11",http://baxterestates.org/index.html,6/6/13 18:08
bmbt.org,,State Government,North Carolina,accepted term,North Carolina Board of Massage & Bodywork Therapy -- Note added 9/11/15 18:20,http://bmbt.org/,6/6/13 18:08
bugfest.org,,State Government,North Carolina,accepted term,NC museum of natural sciences  -- Note added 9/11/15 18:50,http://bugfest.org/,6/6/13 18:08
buyctbonds.com,,State Government,Connecticut,accepted term,State of Connecticut Bonds -- Note added 6/27/13 19:52,http://buyctbonds.com/,6/27/13 19:52
calhum.org,,State Government,California,accepted term,"California Humanities is an independent non-profit partner of the National Endowment for the Humanities,  nthat promotes the humanities in California in order to help create &ldquo;a state of open mind.' -- Note added 3/10/15 15:07",http://calhum.org,6/6/13 18:08
californiavolunteers.org,,State Government,California,accepted term,"CaliforniaVolunteers, the state office that manages programs and initiatives aimed at increasing the number of Californians engaged in service and volunteering -- Note added 11/22/13 14:11",http://www.californiavolunteers.org/,6/6/13 18:08
calsilc.org,,State Government,California,accepted term,CA State Independent Living Counsel advocates for persons with disabilities to enable them to live independently. n  -- Note added 3/5/15 22:35,http://calsilc.org/,6/6/13 18:08
calstrs.com,,State Government,California,accepted term,California State Teachers Retirement System -- Note added 3/9/15 15:17,http://www.calstrs.com/,6/6/13 18:08
capitol.org,,State Government,Nebraska,accepted term,Nebraska State Capitol -- Note added 12/6/13 19:48,http://capitol.org/,12/6/13 19:47
caswellcenter.org,,State Government,North Carolina,accepted term,"Caswell Developmental Center, NC Division of State Operated Healthcare Facilities -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
cehtp.org,,State Government,California,accepted term,"California Environmental Health Tracking Program, California Department of Public Health -- Note added 10/24/14 12:09",http://cehtp.org/project.jsp?project_key=EHSS01,10/24/14 12:08
ces.ca.uky.edu/ces,,State Government,Kentucky,accepted term,Univ of Kentucky Extension website -- Note added 8/27/15 16:14,http://extension.ca.uky.edu/,6/6/13 18:08
cfc-hawaii.org,,State Government,Northern Mariana Islands,accepted term,"Hawaii-Pacific Area Combined Federal Campaign - geographic area includes the State of Hawaii, Guam, Northern Marianas Islands, and American Samoa -- Note added 6/12/13 13:14",http://cfc-hawaii.org/,6/6/13 18:08
cfclouisville.org,,State Government,Kentucky,accepted term,"Tristate CFC, Indiana -- Note added 8/27/15 14:19",http://www.givecfc.org/_root/,6/6/13 18:08
cfnc.org,,State Government,North Carolina,accepted term,"College Foundation of North Carolina, a service of the State of North Carolina -- Note added 7/24/13 16:09",http://www.cfnc.org/index.jsp,6/6/13 18:08
chesapeakebay.net,,State Government,Virginia,accepted term,"Chesapeake Bay Program, Restoration of the Chesapeake Bay http://www.chesapeakebay.net -- Note added 11/20/13 16:26",http://www.chesapeakebay.net/,6/6/13 18:09
chipcoverspakids.com,,State Government,Pennsylvania,accepted term,Pennsylvania's Children's Health Insurance Program (CHIP) -- Note added 6/6/13 18:08,http://chipcoverspakids.com/,6/6/13 18:08
choosemaryland.org,,State Government,Maryland,accepted term,Maryland Department of Business and Economic Development -- Note added 1/10/14 19:17,http://choosemaryland.org/Pages/default.aspx,1/10/14 19:17
chs.org,,State Government,Connecticut,accepted term,Connecticut Historical SocietyMuseum and Library -- Note added 12/15/14 6:22,http://chs.org/,6/6/13 18:08
ci.statesville.nc.us,,State Government,North Carolina,accepted term,"statesville, nc -- Note added 9/11/15 19:22",http://ci.statesville.nc.us/,6/6/13 18:08
clemson.edu/extension,,State Government,South Carolina,accepted term,"Clemson Univ, Sc -- Note added 8/28/15 13:40",http://www.clemson.edu/extension/,6/6/13 18:08
clest.org,,State Government,Arkansas,accepted term,Arkansas Commission on Law Enforcement Standards and Training -- Note added 7/17/13 18:34,http://www.clest.org/Pages/default.aspx,6/6/13 18:08
coliseumboulevardplume.com,,State Government,Alabama,accepted term,"Coliseum Boulevard Plume (CBP), an area in Montgomery, Alabama, where the groundwater 10-50 feet below land surface contains trichloroethylene (TCE).  Investigation, management, and cleanup of the groundwater is being conducted by the https://www.dot.state.al.us/ Alabama Department of Transportation (ALDOT). -- Note added 9/24/14 16:14",http://coliseumboulevardplume.com/,9/24/14 16:12
colorado.com,,State Government,Colorado,accepted term,Travel and Tourism Site for Colorado -- Note added 6/6/13 19:23,http://www.colorado.com/,6/6/13 19:11
coloradolottery.com,,State Government,Colorado,accepted term,Colorado lottery -- Note added 6/12/13 14:06,https://www.coloradolottery.com/,6/6/13 18:08
coloradonocall.com,,State Government,Colorado,accepted term,"Colorado No Call program. A private company, Data Protection Group, operates this site under contract with the Colorado Public Utilities Commission. -- Note added 7/11/14 5:54",http://coloradonocall.com/,6/6/13 18:08
coloradoriverrecovery.org,,State Government,Wyoming,accepted term,"Upper Colorado River Endangered Fish Recovery Program, U.S. Fish and Wildlife Service -- Note added 7/23/14 13:45",http://www.coloradoriverrecovery.org/,6/6/13 18:08
completestreetsnc.org,,State Government,North Carolina,accepted term,North Carolina DOT Complete Streets -- Note added 1/22/14 18:53,http://www.completestreetsnc.org/,6/6/13 18:08
correctionenterprises.com,,State Government,North Carolina,accepted term,"Correction Enterprises, North Carolina Department of Public Safety -- Note added 7/24/13 14:00",https://www.correctionenterprises.com/,6/6/13 18:08
crawfish.org,,State Government,Louisiana,accepted term,Louisiana Crawfish Promotion and Research Board (LCPRB) -- Note added 9/22/15 16:53,http://www.crawfish.org/,6/6/13 18:08
cscj.org,,State Government,Georgia,accepted term,Georgia Superior Courts -- Note added 8/25/15 14:44,http://georgiasuperiorcourts.org/,6/6/13 18:08
ctbiglist.com,,State Government,Connecticut,accepted term,Connecticut State Treasury Unclaimed Property Owners List -- Note added 12/15/14 6:38,http://ctbiglist.com/,6/27/13 19:48
ctg.albany.edu,,State Government,New York,accepted term,"Center for Technology at the University at Albany, State University of New York -- Note added 6/29/15 15:02",http://ctg.albany.edu/,6/6/13 18:08
ctlottery.org,,State Government,Connecticut,accepted term,Connecticut lottery -- Note added 6/12/13 14:06,#N/A,6/6/13 18:08
ctstatelibrary.org,,State Government,Connecticut,accepted term,Connecticut State Library -- Note added 7/26/13 16:15,http://www.ctstatelibrary.org/,6/6/13 18:08
ctvisit.com,,State Government,Connecticut,accepted term,Travel and Tourism Site for Connecticut -- Note added 6/6/13 19:28,http://ctvisit.com/,6/6/13 19:27
cwmtf.net,,State Government,North Carolina,accepted term,Clean Water Management Trust Fund  -- Note added 9/11/15 19:49,http://cwmtf.net/,6/6/13 18:08
cyberdriveillinois.com,,State Government,Illinois,accepted term,IL Secretary of State -- Note added 7/1/14 20:19,http://www.cyberdriveillinois.com/,6/6/13 18:08
DelawareNationalGuard.com,,State Government,Delaware,accepted term,Delaware National Guard -- Note added 1/23/14 14:03,http://delawarenationalguard.com/,1/23/14 14:03
desncc.com,,State Government,North Carolina,accepted term,"Division of Employment Security (DES), NC Department of Commerce (NCC) -- Note added 9/22/15 14:15",https://desncc.com/deshome,9/22/15 14:14
detma.org,,State Government,Massachusetts,accepted term,"Massachusetts JobQuest, Massachusetts Deparment of Career Services -- Note added 12/17/14 15:04",http://www.mass.gov/lwd/,12/17/14 15:02
digitalmaine.com,,State Government,Maine,accepted term,"About the Digital Maine Repository The Digital Maine Repository is one of several services of the Maine State Library to facilitate digitization of - and enhanced access to - collections related to Maine history, genealogy, culture and government. The repository was designed to host a variety of media including books, images, maps and documents, as well as audio and video collections.  -- Note added 12/8/16 22:08",http://digitalmaine.com/,12/8/16 22:06
discoverohio.com,,State Government,Ohio,accepted term,Travel and Tourism Site for Ohio -- Note added 6/6/13 19:30,http://consumer.discoverohio.com/,6/6/13 19:11
discoversouthcarolina.com,,State Government,South Carolina,accepted term,Travel and Tourism Site for South Carolina -- Note added 6/6/13 19:30,http://discoversouthcarolina.com/,6/6/13 19:11
dmvnow.com,,State Government,Virginia,accepted term,Virginia Department of Motor Vehicles -- Note added 6/6/14 20:27,http://dmvnow.com/#/,6/6/13 18:08
doe.as,,State Government,American Samoa,accepted term,American Samoa Department of Education -- Note added 4/4/14 10:58,http://doe.as/,6/6/13 18:08
dornc.com,,State Government,North Carolina,accepted term,NC Dept of Revenue -- Note added 9/11/15 19:50,http://dornc.com/,6/6/13 18:08
driving95.com,,State Government,North Carolina,accepted term,"Driving95 Corridor Planning and Finance Study website, North Carolina Department of Transportation (NCDOT) -- Note added 9/22/15 16:56",http://driving95.com/,6/6/13 18:08
drugcontrolprogram.org,,State Government,Wisconsin,accepted term,Wisconsin National Guard Drug Control Program -- Note added 1/23/14 14:03,http://drugcontrolprogram.org/,1/23/14 14:03
eatsmartmovemorenc.com,,State Government,North Carolina,accepted term,myeatsmartmovemore.com is the 'consumer' site and eatsmartmovemorenc.com is the 'program' site. -- Note added 7/24/13 16:22,http://eatsmartmovemorenc.com/,7/24/13 16:21
ecb.org,,State Government,Wisconsin,accepted term,Educational Communications Board of WI -- Note added 8/5/14 5:24,http://ecb.org/,6/6/13 18:08
ehb.courtapps.com,,State Government,Pennsylvania,accepted term,"Environmental Hearing Board, State of Pennsylvania -- Note added 11/19/13 12:52",http://ehb.courtapps.com/public/index.php,6/7/13 11:53
ehopac.org,#N/A,State Government,,candidate term,Environmental Health Officer Professional Advisory Committee -- Note added 6/14/13 19:13,#N/A,6/6/13 18:08
elderrightsva.org,,State Government,Virginia,accepted term,Virginia Office of the State Long-Term Care Ombudsman -- Note added 8/27/15 15:01,http://elderrightsva.org/,8/27/15 15:01
energy.wsu.edu,,State Government,Washington,accepted term,Washington State University ExtensionEnergy Program -- Note added 11/20/14 7:13,http://energy.wsu.edu/,6/6/13 18:08
energync.net,,State Government,North Carolina,accepted term,"The Energy Section in the Division of Energy, Mineral and Land Resources  -- Note added 9/11/15 19:55",http://portal.ncdenr.org/web/lr/energy-home-new,6/6/13 18:08
enjoyillinois.com,,State Government,Illinois,accepted term,Illinois Office of Tourism -- Note added 7/1/14 20:35,http://www.enjoyillinois.com/,6/6/13 19:11
envhelp.org,,State Government,North Carolina,accepted term,environmental help website of NC -- Note added 9/11/15 19:56,http://www.environmentnorthcarolina.org/,6/6/13 18:08
environmentaltrust.org,,State Government,Nebraska,accepted term,Nebraska Environmental Trust -- Note added 12/6/13 19:52,http://www.environmentaltrust.org/,12/6/13 19:51
ewgateway.org,,State Government,Missouri,accepted term,This is a site of the east-west gateway Council of Government in the bi-state St. Louis area. -- Note added 10/1/15 20:20,http://ewgateway.org/,6/6/13 18:08
exact-me.org,#N/A,State Government,,candidate term,Executive Action Team (EXACT) Multilateral Working Group on Water Resources -- Note added 8/19/13 16:18,#N/A,8/19/13 16:17
experiencewa.com,,State Government,Washington,accepted term,Travel and tourism site for Washington State -- Note added 6/6/13 19:36,http://www.experiencewa.com/,6/6/13 19:35
exploregeorgia.org,,State Government,Georgia,accepted term,Travel and Tourism Site for Georgia -- Note added 6/6/13 19:36,http://www.exploregeorgia.org/,6/6/13 19:11
exploreminnesota.com,,State Government,Minnesota,accepted term,Travel and tourism site for state of Minnesota hosted by Explore Minnesota Tourism -- Note added 4/26/15 2:33,http://www.exploreminnesota.com/index.aspx,6/6/13 19:11
ext.vt.edu,,State Government,Virginia,accepted term,Virginia Cooperative Extension  -- Note added 6/6/14 20:29,http://ext.vt.edu/,6/6/13 18:08
ext.wsu.edu,,State Government,Washington,accepted term,Washington State University Extension -- Note added 11/20/14 7:10,http://ext.wsu.edu/,6/6/13 18:08
ext.wvu.edu,,State Government,West Virginia,accepted term,West Virginia University Extension Service -- Note added 7/24/14 5:33,http://ext.wvu.edu/,6/6/13 18:08
extension.iastate.edu,,State Government,Iowa,accepted term,Iowa State University Extension -- Note added 8/25/15 20:26,http://www.extension.iastate.edu/,6/6/13 18:08
extension.illinois.edu,,State Government,Illinois,accepted term,University of Illinois Extension -- Note added 11/20/13 15:35,http://web.extension.illinois.edu/state/index.html,6/6/13 18:09
extension.nmsu.edu,,State Government,New Mexico,accepted term,New Mexico Cooperative Extension Service -- Note added 7/25/13 17:39,http://extension.nmsu.edu/,6/6/13 18:08
extension.oregonstate.edu,,State Government,Oregon,accepted term,Oregon State University Extension Service -- Note added 6/20/14 16:52,http://extension.oregonstate.edu/,6/6/13 18:08
extension.psu.edu,,State Government,Pennsylvania,accepted term,Penn State Extension -- Note added 9/30/14 13:18,http://extension.psu.edu/,6/6/13 18:08
extension.purdue.edu,,State Government,Indiana,accepted term,Purdue (Indiana) Cooperative Extension -- Note added 7/19/13 13:34,https://extension.purdue.edu/Pages/default.aspx,6/6/13 18:08
extension.udel.edu,,State Government,Delaware,accepted term,University of Delaware Cooperative Extension Service -- Note added 6/7/13 16:52,http://extension.udel.edu/,6/6/13 18:08
extension.umaine.edu,,State Government,Maine,accepted term,Univ of Maine extension -- Note added 8/27/15 18:13,http://extension.umaine.edu/,6/6/13 18:08
extension.umn.edu,,State Government,Minnesota,accepted term,University of Minnesota Extension -- Note added 12/6/13 16:23,http://www.extension.umn.edu/,6/6/13 18:08
extension.unh.edu,,State Government,New Hampshire,accepted term,Univ of NH -- Note added 8/28/15 18:52,http://extension.unh.edu/,6/6/13 18:08
extension.unl.edu,,State Government,Nebraska,accepted term,University of Nebraska&ndash;Lincoln Extension -- Note added 11/20/13 19:17,http://www.extension.unl.edu/,6/6/13 18:08
extension.usu.edu,,State Government,Utah,accepted term,Utah State University extension -- Note added 8/21/14 5:14,http://extension.usu.edu/,6/6/13 18:08
fcs.okstate.edu,,State Government,Oklahoma,accepted term,OK State Family & Consumer website -- Note added 8/28/15 16:47,http://fcs.okstate.edu/,6/6/13 18:08
fcsw.net,,State Government,Florida,accepted term,"The Florida Commission on the Status of Women - The Florida Commission on the Status of Women is a nonpartisan board, statutorily created in 1991, consisting of 22 appointed members. The Commission is administratively housed in the Office of the Attorney General. -- Note added 7/9/15 14:45",http://fcsw.net/,6/6/13 18:08
filmsc.com,,State Government,South Carolina,accepted term,SC film industry -- Note added 8/28/15 13:47,http://filmsc.com/,6/6/13 18:08
fishandboat.com,,State Government,Pennsylvania,accepted term,Pennsylvania Fish and Boat Commission (PFBC) -- Note added 6/7/13 11:30,http://fishandboat.com/,6/7/13 11:29
flalottery.com,,State Government,Florida,accepted term,Florida lottery -- Note added 6/12/13 14:07,#N/A,6/6/13 18:08
flcourts.org,,State Government,Florida,accepted term,"Florida Courts - The mission of the judicial branch is to protect rights and liberties, uphold and interpret the law, and provide for the peaceful resolution of disputes. -- Note added 6/17/15 13:01",http://flcourts.org/,6/6/13 18:08
fldoe.org,,State Government,Florida,accepted term,Florida Department of Education -- Note added 6/17/15 13:06,http://fldoe.org/,6/6/13 18:08
flgov.com,,State Government,Florida,accepted term,Florida Governor's Office -- Note added 6/6/13 18:08,http://www.flgov.com/,6/6/13 18:08
flofr.com,,State Government,Florida,accepted term,"Florida Office of Financial Regulation - Key Function: provides regulatory oversight for Florida's financial services providers.  Mission: to protect the citizens of Florida, promote a safe and sound financial marketplace, and contribute to the growth of Florida's economy with smart, efficient and effective regulation of the financial services industry. -- Note added 6/17/15 13:13",http://flofr.com/,6/6/13 18:08
floir.com,,State Government,Florida,accepted term,Florida Office of Insurance Regulation - To promote a stable and competitive insurance market for consumers. -- Note added 6/17/15 13:17,http://www.floir.com/,6/6/13 18:08
floridacounterdrug.com,,State Government,Florida,accepted term,Florida National Guard Counterdrug.  n   Florida Counterdrup Program - Under this authority our office provides oversight of the FLARNG and FLANG Substance Abuse Prevention Programs.      -- Note added 6/17/15 13:20,http://floridacounterdrug.com/,1/23/14 14:03
floridamarine.org,,State Government,Florida,accepted term,Florida Fish and Wildlife Conservation Commission -- Note added 7/8/14 12:46,http://ocean.floridamarine.org/Boating_Guides/,7/8/14 12:45
floridaredistricting.org,,State Government,Florida,accepted term,Florida re-districting website.  House Speaker Will Weatherford and Senate President Don Gaetz called a special session from August 7-15 to amend Congressional Districts 5 and 10 consistent with the Final Judgment issued by the circuit court in Romo v. Detzner and to make conforming changes to districts that are a direct result of the changes to Congressional Districts 5 and 10. -- Note added 6/23/15 18:02,http://www.floridaredistricting.org/,6/6/13 18:08
floridatracking.com,,State Government,Florida,accepted term,"Florida Environmental Public Health Tracking, Florida Department of Health This web portal was supported by Cooperative Agreement Number 5U38EH000941 from the Centers for Disease Control and Prevention. Its contents are solely the responsibility of the authors (FL Tracking Team) and do not necessarily represent the official views of the Centers for Disease Control and Prevention. -- Note added 7/9/15 15:15",http://www.floridatracking.com/HealthTrackFL/default.aspx,10/24/14 12:10
fltreasurehunt.org,,State Government,Florida,accepted term,"The state of Florida's Unclaimed Property, Florida Treasure Hunt. -- Note added 6/6/13 18:08",https://www.fltreasurehunt.org/ControlServlet?ActionForm=GotoNewPublicSearch,6/6/13 18:08
